,Int,IntYds,IntAvg,IntLong,IntTd,Solo,Ast,Tot,Sack,SackYds,SId,TId,PId,Player
2,0,0,0.00,0,0,12,19,0.0,0.0,0,S1,T11,P366,/players/dashawn-hand-handda01
0,1,0,0.00,0,0,24,29,0.0,0.0,--,S5,T19,P367,/players/duron-harmon-harmodu01
1,4,12,3.00,12,0,16,23,0.0,0.0,--,S4,T19,P367,/players/duron-harmon-harmodu01
2,4,0,0.00,0,0,32,38,0.0,0.0,--,S3,T19,P367,/players/duron-harmon-harmodu01
3,2,27,13.50,27,0,19,22,0.0,0.0,5,S2,T19,P367,/players/duron-harmon-harmodu01
4,2,22,11.00,21,0,54,73,0.0,0.0,5,S1,T11,P367,/players/duron-harmon-harmodu01
0,0,0,0.00,0,0,30,43,1.0,11.0,3,S2,T11,P368,/players/william-harris-harriwi04
1,0,0,0.00,0,0,26,35,0.0,0.0,1,S1,T11,P368,/players/william-harris-harriwi04
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T19,P369,/players/frank-herron-herrofr01
1,0,0,0.00,0,0,1,6,0.0,0.0,0,S2,T11,P369,/players/frank-herron-herrofr01
2,0,0,0.00,0,0,4,5,0.0,0.0,1,S1,T11,P369,/players/frank-herron-herrofr01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T11,P370,/players/tj-hockenson-hocketj01
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T11,P370,/players/tj-hockenson-hocketj01
0,0,0,0.00,0,0,0,3,0.0,0.0,0,S2,T24,P371,/players/albert-huggins-huggial01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P371,/players/albert-huggins-huggial01
0,0,0,0.00,0,0,3,3,0.0,0.0,0,S1,T11,P372,/players/jonah-jackson-jacksjo15
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T25,P373,/players/jesse-james-jamesje04
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T25,P373,/players/jesse-james-jamesje04
2,0,0,0.00,0,0,3,3,0.0,0.0,--,S3,T25,P373,/players/jesse-james-jamesje04
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T11,P373,/players/jesse-james-jamesje04
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P373,/players/jesse-james-jamesje04
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P374,/players/kerryon-johnson-johnske22
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T11,P374,/players/kerryon-johnson-johnske22
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P374,/players/kerryon-johnson-johnske22
0,0,0,0.00,0,0,5,5,0.0,0.0,0,S2,T11,P375,/players/ty-johnson-johnsty04
1,0,0,0.00,0,0,0,1,0.0,0.0,0,S1,T11,P375,/players/ty-johnson-johnsty04
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T1,P376,/players/chris-jones-jonesch16
1,0,0,0.00,0,0,17,22,0.0,0.0,6,S2,T1,P376,/players/chris-jones-jonesch16
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P376,/players/chris-jones-jonesch16
0,0,0,0.00,0,0,10,16,0.0,0.0,--,S5,T6,P377,/players/christian-jones-jonesch12
1,0,0,0.00,0,0,60,90,2.0,11.0,--,S4,T6,P377,/players/christian-jones-jonesch12
2,0,0,0.00,0,0,48,69,1.0,9.0,--,S3,T11,P377,/players/christian-jones-jonesch12
3,0,0,0.00,0,0,29,51,2.0,6.0,4,S2,T11,P377,/players/christian-jones-jonesch12
4,0,0,0.00,0,0,32,57,0.0,0.0,1,S1,T11,P377,/players/christian-jones-jonesch12
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T11,P378,/players/marvin-jones-jonesma08
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T11,P378,/players/marvin-jones-jonesma08
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T11,P378,/players/marvin-jones-jonesma08
3,0,0,0.00,0,0,3,3,0.0,0.0,0,S2,T11,P378,/players/marvin-jones-jonesma08
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T11,P378,/players/marvin-jones-jonesma08
0,0,0,0.00,0,0,4,6,0.0,0.0,--,S5,T18,P379,/players/jayron-kearse-kearsja01
1,0,0,0.00,0,0,9,13,0.0,0.0,--,S4,T18,P379,/players/jayron-kearse-kearsja01
2,0,0,0.00,0,0,27,32,0.5,4.0,--,S3,T18,P379,/players/jayron-kearse-kearsja01
3,1,0,0.00,0,0,19,28,0.0,0.0,6,S2,T18,P379,/players/jayron-kearse-kearsja01
4,0,0,0.00,0,0,41,59,0.0,0.0,2,S1,T11,P379,/players/jayron-kearse-kearsja01
0,1,7,7.00,7,0,23,28,0.0,0.0,--,S5,T11,P380,/players/miles-killebrew-killemi01
1,1,35,35.00,35t,1,32,38,0.0,0.0,--,S4,T11,P380,/players/miles-killebrew-killemi01
2,0,0,0.00,0,0,5,7,0.0,0.0,--,S3,T11,P380,/players/miles-killebrew-killemi01
3,0,0,0.00,0,0,18,20,0.0,0.0,0,S2,T11,P380,/players/miles-killebrew-killemi01
4,0,0,0.00,0,0,10,12,0.0,0.0,0,S1,T11,P380,/players/miles-killebrew-killemi01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T18,P381,/players/elijah-lee-leeel01
1,0,0,0.00,0,0,54,65,1.0,10.0,--,S3,T27,P381,/players/elijah-lee-leeel01
2,0,0,0.00,0,0,3,7,0.0,0.0,0,S2,T27,P381,/players/elijah-lee-leeel01
3,0,0,0.00,0,0,1,2,0.0,0.0,0,S1,T11,P381,/players/elijah-lee-leeel01
0,0,0,0.00,0,0,8,10,1.0,4.0,--,S5,T1,P382,/players/kareem-martin-martika01
1,1,7,7.00,7,0,18,24,1.0,6.0,--,S4,T1,P382,/players/kareem-martin-martika01
2,0,0,0.00,0,0,22,48,1.5,9.0,--,S3,T21,P382,/players/kareem-martin-martika01
3,0,0,0.00,0,0,3,6,0.0,0.0,0,S2,T21,P382,/players/kareem-martin-martika01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P382,/players/kareem-martin-martika01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T27,P383,/players/marcus-martin-martima04
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T8,P383,/players/marcus-martin-martima04
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T9,P383,/players/marcus-martin-martima04
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T28,P383,/players/marcus-martin-martima04
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P383,/players/marcus-martin-martima04
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T7,P384,/players/tony-mcrae-mcraeto01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T3,P384,/players/tony-mcrae-mcraeto01
2,0,0,0.00,0,0,4,9,0.0,0.0,--,S3,T7,P384,/players/tony-mcrae-mcraeto01
3,0,0,0.00,0,0,17,22,0.0,0.0,1,S2,T7,P384,/players/tony-mcrae-mcraeto01
4,0,0,0.00,0,0,4,4,0.0,0.0,0,S1,T11,P384,/players/tony-mcrae-mcraeto01
0,0,0,0.00,0,0,5,7,0.0,0.0,0,S2,T11,P385,/players/cj-moore-moorecj02
1,0,0,0.00,0,0,4,7,0.0,0.0,0,S1,T11,P385,/players/cj-moore-moorecj02
0,0,0,0.00,0,0,1,3,0.0,0.0,--,S5,T11,P386,/players/don-muhlbach-muhlbdo01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T11,P386,/players/don-muhlbach-muhlbdo01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P386,/players/don-muhlbach-muhlbdo01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T11,P386,/players/don-muhlbach-muhlbdo01
4,0,0,0.00,0,0,0,1,0.0,0.0,0,S1,T11,P386,/players/don-muhlbach-muhlbdo01
0,0,0,0.00,0,0,5,5,0.0,0.0,1,S1,T11,P387,/players/alexander-myres-myresal02
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T11,P388,/players/isaac-nauta-nautais01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P388,/players/isaac-nauta-nautais01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T11,P389,/players/matt-nelson-nelsoma02
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T11,P389,/players/matt-nelson-nelsoma02
0,1,36,36.00,36,0,41,47,0.0,0.0,2,S1,T11,P390,/players/jeffrey-okudah-okudaje01
0,0,0,0.00,0,0,1,3,0.0,0.0,0,S1,T11,P391,/players/julian-okwara-okwarju01
0,0,0,0.00,0,0,12,25,1.0,5.0,--,S5,T21,P392,/players/romeo-okwara-okwarro01
1,0,0,0.00,0,0,1,3,0.0,0.0,--,S4,T21,P392,/players/romeo-okwara-okwarro01
2,0,0,0.00,0,0,28,39,7.5,38.0,--,S3,T11,P392,/players/romeo-okwara-okwarro01
3,0,0,0.00,0,0,14,28,1.5,8.0,0,S2,T11,P392,/players/romeo-okwara-okwarro01
4,0,0,0.00,0,0,32,44,10.0,79.0,1,S1,T11,P392,/players/romeo-okwara-okwarro01
0,2,0,0.00,0,0,18,19,0.0,0.0,3,S2,T11,P393,/players/amani-oruwariye-oruwaam01
1,1,0,0.00,0,0,45,53,0.0,0.0,7,S1,T11,P393,/players/amani-oruwariye-oruwaam01
0,0,0,0.00,0,0,19,35,1.0,0.0,0,S1,T11,P394,/players/john-penisini-penisjo01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T18,P395,/players/adrian-peterson-peterad02
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T20,P395,/players/adrian-peterson-peterad02
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T32,P395,/players/adrian-peterson-peterad02
3,0,0,0.00,0,0,1,2,0.0,0.0,0,S2,T32,P395,/players/adrian-peterson-peterad02
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P395,/players/adrian-peterson-peterad02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T11,P396,/players/matt-prater-pratema01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T11,P396,/players/matt-prater-pratema01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P396,/players/matt-prater-pratema01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T11,P396,/players/matt-prater-pratema01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P396,/players/matt-prater-pratema01
0,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T11,P397,/players/bobby-price-pricebo02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T4,P398,/players/reggie-ragland-raglare01
1,1,67,67.00,67,0,46,86,0.5,3.5,--,S3,T16,P398,/players/reggie-ragland-raglare01
2,0,0,0.00,0,0,23,30,2.0,9.0,0,S2,T16,P398,/players/reggie-ragland-raglare01
3,0,0,0.00,0,0,30,52,1.0,7.0,1,S1,T11,P398,/players/reggie-ragland-raglare01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T11,P399,/players/frank-ragnow-ragnofr01
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T11,P399,/players/frank-ragnow-ragnofr01
2,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T11,P399,/players/frank-ragnow-ragnofr01
0,0,0,0.00,0,0,25,30,0.5,4.5,--,S4,T11,P400,/players/jalen-reevesmaybin-reeveja02
1,0,0,0.00,0,0,8,13,0.0,0.0,--,S3,T11,P400,/players/jalen-reevesmaybin-reeveja02
2,0,0,0.00,0,0,28,37,0.0,0.0,0,S2,T11,P400,/players/jalen-reevesmaybin-reeveja02
3,0,0,0.00,0,0,9,10,0.0,0.0,0,S1,T11,P400,/players/jalen-reevesmaybin-reeveja02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T19,P401,/players/darryl-roberts-roberda03
1,1,0,0.00,0,0,37,40,0.0,0.0,--,S4,T22,P401,/players/darryl-roberts-roberda03
2,1,3,3.00,3,0,41,48,0.0,0.0,--,S3,T22,P401,/players/darryl-roberts-roberda03
3,1,13,13.00,13,0,58,63,0.0,0.0,6,S2,T22,P401,/players/darryl-roberts-roberda03
4,1,6,6.00,6,0,34,39,0.0,0.0,6,S1,T11,P401,/players/darryl-roberts-roberda03
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T2,P402,/players/mohamed-sanu-sanumo01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T2,P402,/players/mohamed-sanu-sanumo01
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T2,P402,/players/mohamed-sanu-sanumo01
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T2,P402,/players/mohamed-sanu-sanumo01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T27,P402,/players/mohamed-sanu-sanumo01
0,0,0,0.00,0,0,32,59,1.5,13.0,--,S5,T8,P403,/players/danny-shelton-sheltda02
1,0,0,0.00,0,0,20,33,0.0,0.0,--,S4,T8,P403,/players/danny-shelton-sheltda02
2,0,0,0.00,0,0,10,21,0.0,0.0,--,S3,T19,P403,/players/danny-shelton-sheltda02
3,0,0,0.00,0,0,30,61,3.0,24.0,0,S2,T19,P403,/players/danny-shelton-sheltda02
4,0,0,0.00,0,0,15,37,1.0,7.0,1,S1,T11,P403,/players/danny-shelton-sheltda02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T9,P404,/players/dan-skipper-skippda01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P404,/players/dan-skipper-skippda01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T19,P404,/players/dan-skipper-skippda01
3,0,0,0.00,0,0,0,1,0.0,0.0,0,S1,T11,P404,/players/dan-skipper-skippda01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T11,P405,/players/matthew-stafford-staffma01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T11,P405,/players/matthew-stafford-staffma01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P405,/players/matthew-stafford-staffma01
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T11,P405,/players/matthew-stafford-staffma01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P405,/players/matthew-stafford-staffma01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P406,/players/logan-stenberg-stenblo01
0,0,0,0.00,0,0,3,5,0.0,0.0,1,S2,T11,P407,/players/kevin-strong-stronke02
1,0,0,0.00,0,0,10,15,1.0,9.0,0,S1,T11,P407,/players/kevin-strong-stronke02
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P408,/players/dandre-swift-swiftda01
0,1,2,2.00,2,0,37,58,2.0,19.0,2,S2,T11,P409,/players/jahlani-tavai-tavaija01
1,0,0,0.00,0,0,32,58,0.0,0.0,0,S1,T11,P409,/players/jahlani-tavai-tavaija01
0,1,9,9.00,9,0,25,31,2.0,17.0,--,S5,T2,P410,/players/desmond-trufant-trufade01
1,2,43,21.50,43,0,36,41,1.0,7.0,--,S4,T2,P410,/players/desmond-trufant-trufade01
2,0,0,0.00,0,0,55,66,1.0,10.0,--,S3,T2,P410,/players/desmond-trufant-trufade01
3,4,26,6.50,16,0,13,18,0.0,0.0,7,S2,T2,P410,/players/desmond-trufant-trufade01
4,1,0,0.00,0,0,16,20,1.0,8.0,4,S1,T11,P410,/players/desmond-trufant-trufade01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T24,P411,/players/halapoulivaati-vaitai-vaitaha01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T24,P411,/players/halapoulivaati-vaitai-vaitaha01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T24,P411,/players/halapoulivaati-vaitai-vaitaha01
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T24,P411,/players/halapoulivaati-vaitai-vaitaha01
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T11,P411,/players/halapoulivaati-vaitai-vaitaha01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T13,P412,/players/dee-virgin-virgide01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T11,P412,/players/dee-virgin-virgide01
2,0,0,0.00,0,0,9,10,0.0,0.0,0,S2,T11,P412,/players/dee-virgin-virgide01
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T11,P412,/players/dee-virgin-virgide01
0,1,0,0.00,0,0,18,21,0.0,0.0,--,S3,T11,P413,/players/tracy-walker-walketr02
1,1,0,0.00,0,0,82,103,0.0,0.0,8,S2,T11,P413,/players/tracy-walker-walketr02
2,0,0,0.00,0,0,64,87,1.0,7.0,4,S1,T11,P413,/players/tracy-walker-walketr02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T26,P414,/players/kenny-wiggins-wiggike01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T26,P414,/players/kenny-wiggins-wiggike01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P414,/players/kenny-wiggins-wiggike01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T11,P414,/players/kenny-wiggins-wiggike01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P414,/players/kenny-wiggins-wiggike01
0,0,0,0.00,0,0,1,2,0.0,0.0,--,S5,T4,P415,/players/jonathan-williams-willijo26
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T4,P415,/players/jonathan-williams-willijo26
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T14,P415,/players/jonathan-williams-willijo26
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T14,P415,/players/jonathan-williams-willijo26
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T11,P415,/players/jonathan-williams-willijo26
0,0,0,0.00,0,0,4,5,0.0,0.0,--,S5,T16,P416,/players/nicholas-williams-willini03
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T17,P416,/players/nicholas-williams-willini03
2,0,0,0.00,0,0,1,2,0.0,0.0,--,S3,T6,P416,/players/nicholas-williams-willini03
3,0,0,0.00,0,0,24,42,6.0,34.0,2,S2,T6,P416,/players/nicholas-williams-willini03
4,0,0,0.00,0,0,12,23,1.0,9.0,2,S1,T11,P416,/players/nicholas-williams-willini03
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T12,P417,/players/davante-adams-adamsda04
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T12,P417,/players/davante-adams-adamsda04
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T12,P417,/players/davante-adams-adamsda04
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T12,P417,/players/davante-adams-adamsda04
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T12,P417,/players/davante-adams-adamsda04
0,0,0,0.00,0,0,1,2,0.0,0.0,--,S4,T12,P418,/players/montravius-adams-adamsmo01
1,0,0,0.00,0,0,11,20,1.5,3.5,--,S3,T12,P418,/players/montravius-adams-adamsmo01
2,0,0,0.00,0,0,4,11,0.0,0.0,3,S2,T12,P418,/players/montravius-adams-adamsmo01
3,0,0,0.00,0,0,6,11,0.0,0.0,0,S1,T12,P418,/players/montravius-adams-adamsmo01
0,1,27,27.00,27,0,61,66,0.5,3.0,--,S3,T12,P419,/players/jaire-alexander-alexaja02
1,2,37,18.50,37,0,50,58,0.0,0.0,17,S2,T12,P419,/players/jaire-alexander-alexaja02
2,1,-4,-4.00,0,0,40,51,1.0,4.0,13,S1,T12,P419,/players/jaire-alexander-alexaja02
0,0,0,0.00,0,0,57,65,0.0,0.0,--,S5,T6,P420,/players/adrian-amos-amosad01
1,1,90,90.00,90t,1,62,69,0.0,0.0,--,S4,T6,P420,/players/adrian-amos-amosad01
2,2,27,13.50,26,0,59,73,1.0,2.0,--,S3,T6,P420,/players/adrian-amos-amosad01
3,2,12,6.00,9,0,68,84,1.0,4.0,8,S2,T12,P420,/players/adrian-amos-amosad01
4,2,47,23.50,24,0,65,83,2.0,12.0,9,S1,T12,P420,/players/adrian-amos-amosad01
0,0,0,0.00,0,0,3,3,0.0,0.0,--,S5,T29,P421,/players/tavon-austin-austita01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T29,P421,/players/tavon-austin-austita01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T9,P421,/players/tavon-austin-austita01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T9,P421,/players/tavon-austin-austita01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T12,P421,/players/tavon-austin-austita01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T12,P422,/players/david-bakhtiari-bakhtda01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T12,P422,/players/david-bakhtiari-bakhtda01
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T12,P422,/players/david-bakhtiari-bakhtda01
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T12,P422,/players/david-bakhtiari-bakhtda01
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T12,P422,/players/david-bakhtiari-bakhtda01
0,0,0,0.00,0,0,49,80,1.0,5.0,0,S1,T12,P423,/players/krys-barnes-barnekr01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T12,P424,/players/reggie-begelton-begelre01
0,0,0,0.00,0,0,6,8,0.0,0.0,0,S1,T12,P425,/players/henry-black-blackhe01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P426,/players/tim-boyle-boyleti01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T12,P426,/players/tim-boyle-boyleti01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T12,P426,/players/tim-boyle-boyleti01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T22,P427,/players/ben-braden-bradebe01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T22,P427,/players/ben-braden-bradebe01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T22,P427,/players/ben-braden-bradebe01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T12,P427,/players/ben-braden-bradebe01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T12,P428,/players/hunter-bradley-bradlhu01
1,0,0,0.00,0,0,0,1,0.0,0.0,0,S2,T12,P428,/players/hunter-bradley-bradlhu01
2,0,0,0.00,0,0,0,1,0.0,0.0,0,S1,T12,P428,/players/hunter-bradley-bradlhu01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T17,P429,/players/james-burgess-burgeja02
1,0,0,0.00,0,0,49,75,4.0,23.0,--,S4,T8,P429,/players/james-burgess-burgeja02
2,0,0,0.00,0,0,6,8,0.0,0.0,--,S3,T8,P429,/players/james-burgess-burgeja02
3,1,2,2.00,2,0,51,80,0.5,5.0,5,S2,T22,P429,/players/james-burgess-burgeja02
4,0,0,0.00,0,0,3,3,0.0,0.0,0,S1,T12,P429,/players/james-burgess-burgeja02
0,0,0,0.00,0,0,18,24,0.0,0.0,--,S3,T12,P430,/players/oren-burks-burksor01
1,0,0,0.00,0,0,7,11,0.0,0.0,0,S2,T12,P430,/players/oren-burks-burksor01
2,0,0,0.00,0,0,14,21,0.0,0.0,0,S1,T12,P430,/players/oren-burks-burksor01
0,0,0,0.00,0,0,13,21,0.0,0.0,--,S5,T12,P431,/players/kenny-clark-clarkke08
1,0,0,0.00,0,0,32,55,4.5,26.5,--,S4,T12,P431,/players/kenny-clark-clarkke08
2,0,0,0.00,0,0,36,55,6.0,43.0,--,S3,T12,P431,/players/kenny-clark-clarkke08
3,0,0,0.00,0,0,31,62,6.0,36.5,1,S2,T12,P431,/players/kenny-clark-clarkke08
4,0,0,0.00,0,0,28,42,2.0,12.0,0,S1,T12,P431,/players/kenny-clark-clarkke08
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T12,P432,/players/mason-crosby-crosbma01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T12,P432,/players/mason-crosby-crosbma01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P432,/players/mason-crosby-crosbma01
3,0,0,0.00,0,0,2,2,0.0,0.0,0,S2,T12,P432,/players/mason-crosby-crosbma01
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T12,P432,/players/mason-crosby-crosbma01
0,0,0,0.00,0,0,2,2,0.0,0.0,0,S1,T12,P433,/players/dominique-dafney-dafnedo01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T12,P434,/players/josiah-deguara-deguajo01
0,0,0,0.00,0,0,3,4,0.0,0.0,--,S5,T13,P436,/players/tyler-ervin-ervinty01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T13,P436,/players/tyler-ervin-ervinty01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T13,P436,/players/tyler-ervin-ervinty01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T3,P436,/players/tyler-ervin-ervinty01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T12,P436,/players/tyler-ervin-ervinty01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T12,P437,/players/tipa-galeai-galeati01
0,0,0,0.00,0,0,2,5,0.0,0.0,0,S1,T12,P438,/players/jonathan-garvin-garvijo01
0,0,0,0.00,0,0,13,21,2.0,13.0,0,S2,T12,P439,/players/rashan-gary-garyra01
1,0,0,0.00,0,0,19,35,5.0,31.0,1,S1,T12,P439,/players/rashan-gary-garyra01
0,0,0,0.00,0,0,4,5,1.0,12.0,--,S3,T12,P440,/players/raven-greene-greenra04
1,0,0,0.00,0,0,6,7,0.0,0.0,1,S2,T12,P440,/players/raven-greene-greenra04
2,1,17,17.00,17,0,28,44,1.5,13.5,5,S1,T12,P440,/players/raven-greene-greenra04
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T12,P441,/players/dejon-harris-harride11
0,0,0,0.00,0,0,55,86,2.5,25.5,--,S5,T21,P442,/players/damon-harrison-harrida05
1,1,9,9.00,9,0,51,76,1.5,13.5,--,S4,T21,P442,/players/damon-harrison-harrida05
2,0,0,0.00,0,0,15,31,0.0,0.0,--,S3,T21,P442,/players/damon-harrison-harrida05
3,0,0,0.00,0,0,29,49,2.0,13.0,3,S2,T11,P442,/players/damon-harrison-harrida05
4,0,0,0.00,0,0,3,9,0.0,0.0,0,S1,T28,P442,/players/damon-harrison-harrida05
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T12,P443,/players/kadar-hollman-hollmka01
1,0,0,0.00,0,0,7,10,0.0,0.0,3,S1,T12,P443,/players/kadar-hollman-hollmka01
0,0,0,0.00,0,0,39,49,0.0,0.0,--,S3,T12,P444,/players/joshua-jackson-jacksjo13
1,0,0,0.00,0,0,11,11,0.0,0.0,0,S2,T12,P444,/players/joshua-jackson-jacksjo13
2,0,0,0.00,0,0,21,26,0.0,0.0,2,S1,T12,P444,/players/joshua-jackson-jacksjo13
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T12,P445,/players/elgton-jenkins-jenkiel02
1,0,0,0.00,0,0,0,1,0.0,0.0,0,S1,T12,P445,/players/elgton-jenkins-jenkiel02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T12,P446,/players/aaron-jones-jonesaa02
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P446,/players/aaron-jones-jonesaa02
