No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
36,Jahleel Addae\AddaJa00,30,,11,0,195,5-10,Central Michigan,1/24/1990,7,1,,$864706
24,Nasir Adderley\AddeNa00,23,FS,15,14,206,6-0,Delaware,5/31/1997,1,5,Los Angeles Chargers / 2nd / 60th pick / 2019,$710096
13,Keenan Allen*\AlleKe00,28,WR,14,13,211,6-2,California,4/27/1992,7,7,San Diego Chargers / 3rd / 76th pick / 2013,$5500000
82,Stephen Anderson\AndeSt01,27,,16,3,230,6-3,California,1/30/1993,4,1,,$750000
4,Michael Badgley\BadgMi00,25,,16,0,183,5-10,Miami (FL),7/28/1995,2,1,,$750000
31,Kalen Ballage\BallKa00,25,,8,2,231,6-2,Arizona St.,12/22/1995,2,2,Miami Dolphins / 4th / 131st pick / 2018,
58,B.J. Bello\BellB.00,26,,6,0,229,6-3,Illinois St.,10/31/1994,3,0,,
57,Asmar Bilal\BilaAs00,23,,2,0,227,6-2,Notre Dame,4/12/1997,Rook,0,,$574118
97,Joey Bosa*\BosaJo00,25,LDE,12,10,280,6-5,Ohio St.,7/11/1995,4,9,San Diego Chargers / 1st / 3rd pick / 2016,$1000000
34,Darius Bradwell\BradDa00,23,,2,0,230,6-1,Tulane,5/15/1997,Rook,0,,
38,John Brannon\BranJo00,22,,1,0,195,6-2,West. Carolina,3/10/1998,Rook,0,,
91,Cortez Broughton\BrouCo00,24,,9,0,293,6-2,Cincinnati,9/2/1996,1,1,Los Angeles Chargers / 7th / 242nd pick / 2019,$675000
75,Bryan Bulaga\BulaBr20,31,RT,10,10,314,6-5,Iowa,3/21/1989,10,5,Green Bay Packers / 1st / 23rd pick / 2010,$1500000
37,Tevaughn Campbell\CampTe00,27,,14,4,200,6-0,Regina,6/14/1993,Rook,2,,$610000
50,Cole Christiansen\ChriCo00,23,,4,0,225,6-2,Army,7/30/1997,Rook,0,,
43,Michael Davis\DaviMi03,25,LCB,16,14,196,6-2,BYU,1/6/1995,3,5,,$3259000
51,Emeke Egbule\EgbuEm00,24,,14,0,245,6-2,Houston,10/13/1996,1,1,Los Angeles Chargers / 6th / 200th pick / 2019,$675000
