No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
42,Delrick Abrams\AbraDe00,23,,3,0,185,6-3,Colorado,4/6/1997,Rook,0,,
37,Ricardo Allen\AlleRi00,29,SS,12,12,186,5-9,Purdue,12/18/1991,6,4,Atlanta Falcons / 5th / 147th pick / 2014,$5250000
93,Allen Bailey\BailAl00,31,,16,4,288,6-3,Miami (FL),3/25/1989,9,0,Kansas City Chiefs / 3rd / 86th pick / 2011,$1050000
13,Christian Blake\BlakCh00,24,,16,0,181,6-1,Northern Illinois,6/8/1996,2,1,,$675000
36,Tony Brooks-James\BrooTo01,26,,1,0,179,5-9,Oregon,12/6/1994,1,0,,
77,James Carpenter\CarpJa00,31,LG,13,13,321,6-5,Alabama,3/22/1989,9,7,Seattle Seahawks / 1st / 25th pick / 2011,$3750000
35,Jamal Carter\CartJa02,26,,1,0,215,6-1,Miami (FL),4/12/1994,3,0,,$660000
50,John Cominsky\ComiJo00,25,,13,1,285,6-5,Charleston (WV),11/22/1995,1,2,Atlanta Falcons / 4th / 135th pick / 2019,$675000
90,Marlon Davidson\DaviMa01,22,,8,0,303,6-3,Auburn,5/11/1998,Rook,1,Atlanta Falcons / 2nd / 47th pick / 2020,$585294
96,Tyeler Davison\DaviTy01,28,RDT,16,15,309,6-2,Fresno St.,9/3/1992,5,6,New Orleans Saints / 5th / 154th pick / 2015,$910000
34,Darqueze Dennard\DennDa00,29,cb,8,6,205,5-11,Michigan St.,10/10/1991,6,2,Cincinnati Bengals / 1st / 24th pick / 2014,$910000
95,Austin Edwards\EdwaAu00,23,,1,0,280,6-5,Ferris St.,8/27/1997,Rook,0,,
56,Dante Fowler\FowlDa00,26,RDE,14,13,255,6-3,Florida,8/3/1994,4,6,Jacksonville Jaguars / 1st / 3rd pick / 2015,$2000000
1,Elliott Fry\FryxEl01,26,,1,0,170,6-0,South Carolina,12/12/1994,Rook,0,,
83,Russell Gage\GageRu00,24,WR,16,8,184,6-0,LSU,1/22/1996,2,6,Atlanta Falcons / 6th / 194th pick / 2018,$750000
73,Matt Gono\GonoMa00,24,,16,4,305,6-4,Wesley,5/10/1996,2,4,,$750000
87,Jaeden Graham\GrahJa01,25,,16,0,250,6-4,Yale,10/10/1995,1,0,,$675000
39,T.J. Green\GreeT.00,25,,1,0,215,6-3,Clemson,3/15/1995,4,0,Indianapolis Colts / 2nd / 57th pick / 2016,
21,Todd Gurley\GurlTo01,26,RB,15,15,224,6-1,Georgia,8/3/1994,5,6,St. Louis Rams / 1st / 10th pick / 2015,$3500000
44,Tyler Hall\HallTy01,22,,9,0,190,5-10,Wyoming,10/31/1998,Rook,0,,$430588
