No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
2,Brandon Allen\AlleBr00,27,,3,3,209,6-2,Arkansas,9/5/1992,1,2,Jacksonville Jaguars / 6th / 201st pick / 2016,
97,Jeremiah Attaochu\AttaJe00,26,lolb,12,5,252,6-3,Georgia Tech,1/17/1993,5,4,San Diego Chargers / 2nd / 50th pick / 2014,
75,Quinn Bailey\BailQu00,24,,1,0,323,6-6,Arizona St.,10/18/1995,Rook,0,,
41,De'Vante Bausby\BausDe00,26,,5,2,190,6-2,Pittsburg St.,1/15/1993,3,1,,$645000
83,Andrew Beck\BeckAn01,23,te,16,6,255,6-3,Texas,5/15/1996,Rook,1,,
40,Keishawn Bierria\BierKe00,24,,4,0,223,6-1,Washington,7/26/1995,1,0,Denver Broncos / 6th / 217th pick / 2018,$570000
72,Garett Bolles\BollGa00,27,LT,16,16,300,6-5,Utah,5/27/1992,2,8,Denver Broncos / 1st / 20th pick / 2017,$1467900
23,Devontae Booker\BookDe00,27,,16,0,219,5-11,Utah,5/27/1992,3,1,Denver Broncos / 4th / 136th pick / 2016,$720000
19,Fred Brown\BrowFr01,26,,13,1,195,6-1,Mississippi St.,12/1/1993,1,0,,$495000
55,Bradley Chubb\ChubBr00,23,,4,4,275,6-4,North Carolina St.,6/24/1996,1,2,Denver Broncos / 1st / 5th pick / 2018,$570000
,River Cracraft\CracRi00,25,,1,0,198,6-0,Washington St.,11/1/1994,1,0,,$570000
51,Todd Davis\DaviTo01,27,RILB,14,14,230,6-1,Sacramento St.,5/17/1992,5,8,,$4000000
20,Duke Dawson\DawsDu00,24,,14,3,198,5-10,Florida,10/13/1995,1,2,New England Patriots / 2nd / 56th pick / 2018,
87,Noah Fant\FantNo00,22,TE,16,11,249,6-4,Iowa,11/20/1997,Rook,4,Denver Broncos / 1st / 20th pick / 2019,$495000
5,Joe Flacco\FlacJo00,34,QB,8,8,245,6-6,PittsburghDelaware,1/16/1985,11,5,Baltimore Ravens / 1st / 18th pick / 2008,$18500000
28,Royce Freeman\FreeRo00,23,,16,0,238,6-0,Oregon,2/24/1996,1,5,Denver Broncos / 3rd / 71st pick / 2018,$661000
84,Troy Fumagalli\FumaTr00,24,te,11,5,248,6-6,Wisconsin,2/17/1995,1,0,Denver Broncos / 5th / 156th pick / 2018,$495000
94,Ahmad Gooden\GoodAh00,24,,3,0,245,6-2,Samford,10/27/1995,Rook,0,,
