No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
56,Bradlee Anae\AnaeBr00,22,,7,0,257,6-3,Utah,10/17/1998,Rook,0,Dallas Cowboys / 5th / 179th pick / 2020,$610000
95,Eli Ankou\AnkoEl00,26,,7,0,325,6-3,UCLA,6/8/1994,3,0,,$436765
92,Dorance Armstrong Jr.\ArmsDo00,23,,16,2,255,6-4,Kansas,6/10/1997,2,3,Dallas Cowboys / 4th / 116th pick / 2018,$750000
24,Chidobe Awuzie\AwuzCh00,25,db,8,6,202,6-0,Colorado,5/24/1995,3,2,Dallas Cowboys / 2nd / 60th pick / 2017,$1049126
80,Blake Bell\BellBl00,29,,16,2,252,6-6,Oklahoma,8/7/1991,5,1,San Francisco 49ers / 4th / 117th pick / 2015,$1000000
44,Francis Bernard\BernFr01,25,,13,0,235,6-1,Utah,4/8/1995,Rook,1,,$466471
63,Tyler Biadasz\BiadTy00,23,,12,4,314,6-4,Wisconsin,11/20/1997,Rook,3,Dallas Cowboys / 4th / 146th pick / 2020,$610000
30,Anthony Brown\BrowAn02,27,LCB,10,8,196,5-11,Purdue,12/15/1993,4,3,Dallas Cowboys / 6th / 189th pick / 2016,$1750000
85,Noah Brown\BrowNo00,24,,16,1,225,6-2,Ohio St.,1/6/1996,3,1,Dallas Cowboys / 7th / 239th pick / 2017,$825000
33,Deante Burton\BurtDe00,26,,4,0,205,6-2,Kansas St.,7/12/1994,2,0,,$660000
39,Brandon Carr\CarrBr99,34,,3,0,210,6-0,Grand Valley St.,5/19/1986,12,0,Kansas City Chiefs / 5th / 140th pick / 2008,$988240
97,Ron'Dell Carter\CartRo02,23,,3,0,269,6-3,James Madison,7/3/1997,Rook,0,,
19,Amari Cooper\CoopAm00,26,WR,16,15,210,6-1,Alabama,6/17/1994,5,8,Oakland Raiders / 1st / 4th pick / 2015,$10000000
98,Tyrone Crawford\CrawTy00,31,,16,3,290,6-4,Boise St.,11/22/1989,8,2,Dallas Cowboys / 3rd / 81st pick / 2012,$8000000
14,Andy Dalton\DaltAn00,33,QB,11,9,220,6-2,TCU,10/29/1987,9,5,Cincinnati Bengals / 2nd / 35th pick / 2011,$1000000
27,Trevon Diggs\DiggTr00,22,RCB,12,11,205,6-1,Alabama,9/20/1998,Rook,4,Dallas Cowboys / 2nd / 51st pick / 2020,$610000
7,Ben DiNucci\DiNuBe00,24,,3,1,,,PittsburghJames Madison,11/24/1996,Rook,1,Dallas Cowboys / 7th / 231st pick / 2020,$610000
34,Rico Dowdle\DowdRi01,22,,15,0,215,6-0,South Carolina,6/14/1998,Rook,0,,
21,Ezekiel Elliott\ElliEz00,25,RB,15,15,228,6-0,Ohio St.,7/22/1995,4,7,Dallas Cowboys / 1st / 4th pick / 2016,$6800000
75,Cameron Erving\ErviCa00,28,lt,6,5,313,6-5,Florida St.,8/23/1992,5,3,Cleveland Browns / 1st / 19th pick / 2015,$1250000
96,Neville Gallimore\GallNe00,23,NT,14,9,304,6-2,Oklahoma,1/17/1997,Rook,4,Dallas Cowboys / 3rd / 82nd pick / 2020,$610000
13,Michael Gallup\GallMi00,24,WR,16,15,198,6-1,Colorado St.,3/4/1996,2,6,Dallas Cowboys / 3rd / 81st pick / 2018,$750000
57,Luke Gifford\GiffLu00,25,,8,0,243,6-3,Nebraska,8/28/1995,1,1,,$675000
3,Garrett Gilbert\GilbGa01,29,,1,1,230,6-4,TexasSMU,7/1/1991,6,1,St. Louis Rams / 6th / 214th pick / 2014,$529412
29,C.J. Goodwin\GoodC.00,30,,16,0,190,6-3,California (PA),2/4/1990,6,1,,$910000
94,Randy Gregory\GregRa00,28,,10,0,255,6-5,Nebraska,11/23/1992,5,1,Dallas Cowboys / 2nd / 60th pick / 2015,$825000
97,Everson Griffen\GrifEv99,33,,7,0,273,6-3,USC,12/22/1987,10,1,Minnesota Vikings / 4th / 100th pick / 2010,$3000000
79,Justin Hamilton\HamiJu00,27,,10,2,315,6-2,Louisiana,7/27/1993,3,1,,$529416
62,Marcus Henry\HenrMa02,27,,1,0,303,6-2,Boise St.,2/11/1993,Rook,0,,
72,Trysten Hill\HillTr00,22,dt,5,5,308,6-3,Central Florida,3/25/1998,1,2,Dallas Cowboys / 2nd / 58th pick / 2019,$716362
89,Blake Jarwin\JarwBl00,26,,1,1,260,6-5,Oklahoma St.,7/16/1994,3,0,,$2250000
6,Chris Jones\JoneCh02,31,,8,0,205,6-0,Carson-Newman,7/21/1989,9,1,,$1900000
69,Brandon Knight\KnigBr01,23,LT,13,9,314,6-4,Indiana,4/1/1997,1,5,,$513236
91,L.P. Ladouceur\LadoL.20,39,,16,0,256,6-5,California,3/13/1981,15,1,,$1050000
88,CeeDee Lamb\LambCe00,21,WR,16,14,198,6-2,Oklahoma,4/8/1999,Rook,8,Dallas Cowboys / 1st / 17th pick / 2020,$610000
90,DeMarcus Lawrence\LawrDe00,28,DE,16,15,265,6-3,Boise St.,4/28/1992,6,8,Dallas Cowboys / 2nd / 34th pick / 2014,$1900000
50,Sean Lee\LeexSe99,34,,9,2,245,6-2,Penn St.,7/22/1986,10,1,Dallas Cowboys / 2nd / 55th pick / 2010,$2000000
26,Jourdan Lewis\LewiJo01,25,DB,15,13,195,5-10,Michigan,8/31/1995,3,4,Dallas Cowboys / 3rd / 92nd pick / 2017,$2133000
73,Joe Looney\LoonJo01,30,C,13,12,315,6-3,Wake Forest,8/31/1990,8,6,San Francisco 49ers / 4th / 117th pick / 2012,$2300000
53,Justin March-Lillard\MarcJu00,27,,12,0,222,6-0,Akron,7/5/1993,4,1,,$910000
70,Zack Martin\MartZa00,30,RG,10,10,315,6-4,Notre Dame,11/20/1990,6,5,Dallas Cowboys / 1st / 16th pick / 2014,$910000
66,Connor McGovern\McGoCo01,23,RG,14,8,308,6-5,Penn St.,11/3/1997,Rook,5,Dallas Cowboys / 3rd / 90th pick / 2019,$657000
84,Sean McKeon\McKeSe01,23,,14,1,246,6-5,Michigan,12/28/1997,Rook,0,,
1,Hunter Niswander\NiswJa00,26,,8,0,243,6-5,Northwestern,11/26/1994,Rook,1,,$322941
45,Sewo Olonilua\OlonSe01,23,,2,0,240,6-3,TCU,11/27/1997,Rook,0,,
93,Walter Palmore\PalmWa01,24,,1,0,320,6-4,Missouri,8/9/1996,Rook,0,,
40,Steven Parker\ParkSt00,25,,8,0,210,6-1,Oklahoma,12/14/1995,1,0,,$436765
95,Dontari Poe\PoexDo00,30,nt,7,7,346,6-3,Memphis,8/18/1990,8,3,Kansas City Chiefs / 1st / 11th pick / 2012,$2000000
20,Tony Pollard\PollTo00,23,,16,2,209,6-0,Memphis,4/30/1997,1,4,Dallas Cowboys / 4th / 128th pick / 2019,$675000
4,Dak Prescott\PresDa01,27,qb,5,5,238,6-2,Mississippi St.,7/29/1993,4,6,Dallas Cowboys / 4th / 135th pick / 2016,$31409000
51,Adam Redmond\RedmAd00,27,,4,0,300,6-6,Harvard,5/19/1993,3,0,,
