No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
55,Brian Allen\AlleBr02,24,C,9,9,303,6-2,Michigan St.,10/11/1995,1,4,Los Angeles Rams / 4th / 111th pick / 2018,$570000
86,Kendall Blanton\BlanKe01,24,,1,0,260,6-6,Missouri,11/10/1995,Rook,0,,
66,Austin Blythe\BlytAu00,27,RG,15,15,298,6-3,Iowa,6/16/1992,3,7,Indianapolis Colts / 7th / 248th pick / 2016,$2025000
5,Blake Bortles\BortBl00,27,,3,0,236,6-5,Central Florida,4/28/1992,5,0,Jacksonville Jaguars / 1st / 3rd pick / 2014,$1000000
67,Chandler Brewer\BrewCh01,22,,7,0,319,6-6,Middle Tenn. St.,6/12/1997,Rook,1,,
90,Michael Brockers\BrocMi00,29,LDE,16,16,305,6-5,LSU,12/21/1990,7,7,St. Louis Rams / 1st / 14th pick / 2012,$7777777
34,Malcolm Brown\BrowMa03,26,,14,1,222,5-11,Texas,5/15/1993,4,2,,$1000000
26,Marqui Christian\ChriMa00,25,,16,1,207,5-11,Midwestern St.,10/27/1994,3,1,Arizona Cardinals / 5th / 167th pick / 2016,$720000
12,Brandin Cooks\CookBr00,26,WR,14,14,183,5-10,Oregon St.,9/25/1993,5,5,New Orleans Saints / 1st / 20th pick / 2014,$1000000
63,Austin Corbett\CorbAu00,24,LG,8,7,306,6-4,Nevada,9/5/1995,1,3,Cleveland Browns / 2nd / 33rd pick / 2018,
21,Donte Deayon\DeayDo01,25,,3,0,159,5-9,Boise St.,1/28/1994,2,0,,$645000
64,Jamil Demby\DembJa00,23,,6,1,321,6-5,Maine,6/20/1996,1,1,Los Angeles Rams / 6th / 192nd pick / 2018,$570000
99,Aaron Donald*+\DonaAa00,28,RDE,16,16,280,6-1,Pittsburgh,5/23/1991,5,14,St. Louis Rams / 1st / 13th pick / 2014,$9108000
50,Samson Ebukam\EbukSa00,24,ROLB,16,5,245,6-3,East. Washington,5/9/1995,2,4,Los Angeles Rams / 4th / 125th pick / 2017,$645000
73,David Edwards\EdwaDa01,22,RG,16,10,308,6-6,Wisconsin,3/20/1997,Rook,6,Los Angeles Rams / 5th / 169th pick / 2019,$495000
71,Bobby Evans\EvanBo00,22,rt,9,7,312,6-4,Oklahoma,3/24/1997,Rook,4,Los Angeles Rams / 3rd / 97th pick / 2019,$495000
81,Gerald Everett\EverGe00,25,,13,2,240,6-3,South Alabama,6/25/1994,2,3,Los Angeles Rams / 2nd / 44th pick / 2017,$1014497
56,Dante Fowler\FowlDa00,25,LOLB,16,14,255,6-3,Florida,8/3/1994,3,7,Jacksonville Jaguars / 1st / 3rd pick / 2015,$1000000
97,Morgan Fox\FoxxMo00,25,,16,3,275,6-3,Colorado State-Pueblo,9/12/1994,3,2,,$645000
91,Greg Gaines\GainGr00,23,,10,0,312,6-1,Washington,5/6/1996,Rook,1,Los Angeles Rams / 4th / 134th pick / 2019,$495000
39,Jake Gervase\GervJa00,24,,2,0,212,6-1,Iowa,9/18/1995,Rook,0,,
16,Jared Goff\GoffJa00,25,QB,16,16,222,6-4,California,10/14/1994,3,12,Los Angeles Rams / 1st / 1st pick / 2016,$4259683
