No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
84,Jared Abbrederis\AbbrJa00,26,,5,0,195,6-1,Wisconsin,12/17/1990,2,0,Green Bay Packers / 5th / 176th pick / 2014,$525000
17,Davante Adams\AdamDa01,24,WR,16,15,215,6-1,Fresno St.,12/24/1992,2,10,Green Bay Packers / 2nd / 53rd pick / 2014,$1072746
81,Geronimo Allison\AlliGe01,22,,10,2,202,6-3,Illinois,1/18/1994,Rook,2,,$450000
69,David Bakhtiari*\BakhDa00,25,LT,16,16,310,6-4,Colorado,9/30/1991,3,17,Green Bay Packers / 4th / 109th pick / 2013,$1784850
32,Chris Banjo\BanjCh00,26,,2,0,207,5-10,SMU,2/26/1990,3,0,,$675000
67,Don Barclay\BarcDo00,27,,16,1,305,6-4,West Virginia,4/18/1989,4,0,,$700000
54,Carl Bradford\BradCa01,24,,4,0,250,6-1,Arizona St.,8/15/1992,2,0,Green Bay Packers / 4th / 121st pick / 2014,$525000
29,Kentrell Brice\BricKe00,22,,16,1,200,5-11,Louisiana Tech,8/11/1994,Rook,0,,$450000
75,Bryan Bulaga\BulaBr20,27,RT,16,16,314,6-5,Iowa,3/21/1989,6,11,Green Bay Packers / 1st / 23rd pick / 2010,$5462500
42,Morgan Burnett\BurnMo99,27,SS,15,15,210,6-1,Georgia Tech,1/13/1989,6,6,Green Bay Packers / 3rd / 71st pick / 2010,$5956250
97,Kenny Clark\ClarKe01,21,,16,2,314,6-3,UCLA,10/4/1995,Rook,0,Green Bay Packers / 1st / 27th pick / 2016,$1702117
21,Ha Ha Clinton-Dix*\ClinHa00,24,FS,16,16,211,6-1,Alabama,12/21/1992,2,10,Green Bay Packers / 1st / 21st pick / 2014,$2274137
18,Randall Cobb\CobbRa00,26,WR,13,10,192,5-10,Kentucky,8/22/1990,5,6,Green Bay Packers / 2nd / 64th pick / 2011,$9150000
89,Jared Cook\CookJa02,29,te,10,5,254,6-5,South Carolina,4/7/1987,7,4,Tennessee Titans / 3rd / 89th pick / 2009,$2750000
2,Mason Crosby\CrosMa20,32,,16,0,207,6-1,Colorado,9/3/1984,9,3,Green Bay Packers / 6th / 193rd pick / 2007,$2400000
76,Mike Daniels\DaniMi00,27,RDE,16,16,310,6-0,Iowa,5/5/1989,4,9,Green Bay Packers / 4th / 132nd pick / 2012,$7400000
30,Knile Davis\DaviKn00,25,,2,0,227,5-11,Arkansas,10/5/1991,3,0,Kansas City Chiefs / 3rd / 96th pick / 2013,$826504
11,Trevor Davis\DaviTr03,23,,11,0,188,6-1,California,7/4/1993,Rook,0,Green Bay Packers / 5th / 163rd pick / 2016,$506794
20,Makinton Dorleant\DorlMa00,24,,4,0,182,5-11,Northern Iowa,10/6/1992,Rook,0,,$333000
91,Jayrone Elliott\ElliJa02,25,,11,0,240,6-3,Toledo,11/11/1991,2,0,,$601668
25,Marwin Evans\EvanMa00,23,,16,0,211,5-11,Utah St.,4/10/1993,Rook,0,,$450000
51,Kyler Fackrell\FackKy00,25,,13,0,245,6-5,Utah St.,11/25/1991,Rook,0,Green Bay Packers / 3rd / 88th pick / 2016,$623512
61,Brett Goode\GoodBr99,32,,16,0,255,6-1,Arkansas,11/2/1984,8,0,,$600000
39,Demetri Goodson\GoodDe00,27,,6,3,197,5-11,Baylor,6/11/1989,2,0,Green Bay Packers / 6th / 197th pick / 2014,$478543
98,Letroy Guion\GuioLe99,29,NT,15,15,295,6-4,Florida St.,6/21/1987,8,8,Minnesota Vikings / 5th / 152nd pick / 2008,$3516666
36,Ladarius Gunter\GuntLa00,24,RCB,16,15,200,6-2,Miami (FL),5/13/1992,1,5,,$526666
28,Josh Hawkins\HawkJo00,23,,11,0,190,5-10,East Carolina,1/23/1993,Rook,0,,$450000
7,Brett Hundley\HundBr00,23,,4,0,226,6-3,UCLA,6/15/1993,Rook,0,Green Bay Packers / 5th / 147th pick / 2015,$580908
33,Micah Hyde\HydeMi00,26,DB,16,11,197,6-0,Iowa,12/31/1990,3,5,Green Bay Packers / 5th / 159th pick / 2013,$1715527
34,Don Jackson\JackDo01,23,,3,1,208,5-10,Nevada,9/7/1993,Rook,0,,$291170
83,Jeff Janis\JaniJe00,25,,16,1,219,6-3,Saginaw Valley St.,6/9/1991,2,1,Green Bay Packers / 7th / 236th pick / 2014,$612848
95,Datone Jones\JoneDa03,26,,15,4,285,6-4,UCLA,7/24/1990,3,0,Green Bay Packers / 1st / 26th pick / 2013,$2455280
40,Joe Kerridge\KerrJo00,24,,8,0,246,6-0,Michigan,9/17/1992,Rook,0,,$450000
27,Eddie Lacy\LacyEd00,26,rb,5,5,250,5-11,Alabama,6/2/1990,3,3,Green Bay Packers / 2nd / 61st pick / 2013,$1079404
70,T.J. Lang*\LangT.20,29,RG,13,13,315,6-4,East. Michigan,9/20/1987,7,11,Green Bay Packers / 4th / 109th pick / 2009,$6181250
63,Corey Linsley\LinsCo00,25,C,9,9,301,6-3,Ohio St.,7/27/1991,2,6,Green Bay Packers / 5th / 161st pick / 2014,$646250
94,Dean Lowry\LowrDe00,22,,15,0,296,6-6,Northwestern,6/9/1994,Rook,0,Green Bay Packers / 4th / 137th pick / 2016,$545848
50,Blake Martinez\MartBl01,22,RILB,13,9,237,6-2,Stanford,1/9/1994,Rook,6,Green Bay Packers / 4th / 131st pick / 2016,$545848
52,Clay Matthews\MattCl99,30,ROLB,12,9,255,6-3,USC,5/14/1986,7,5,Green Bay Packers / 1st / 26th pick / 2009,$13750000
32,Christine Michael\MichCh00,26,,6,0,220,5-10,Texas A&M,11/9/1990,3,1,Seattle Seahawks / 2nd / 62nd pick / 2013,$675000
88,Ty Montgomery\MontTy01,23,RB,15,6,216,6-0,Stanford,1/22/1993,1,7,Green Bay Packers / 3rd / 94th pick / 2015,$693386
68,Kyle Murphy\MurpKy00,23,,3,0,305,6-6,Stanford,12/11/1993,Rook,0,Green Bay Packers / 6th / 200th pick / 2016,$481535
87,Jordy Nelson\NelsJo00,31,WR,16,16,217,6-3,Kansas St.,5/31/1985,8,13,Green Bay Packers / 2nd / 36th pick / 2008,$8300000
64,Mike Pennel\PennMi00,25,,8,0,330,6-4,Arizona St.,5/9/1991,2,0,,$459716
56,Julius Peppers\PeppJu99,36,LOLB,16,11,295,6-7,North Carolina,1/18/1980,14,6,Carolina Panthers / 1st / 2nd pick / 2002,$10500000
80,Justin Perillo\PeriJu00,25,,9,1,250,6-4,Maine,1/5/1991,2,0,,$600000
53,Nick Perry\PerrNi00,26,ROLB,14,12,265,6-3,USC,4/12/1990,4,7,Green Bay Packers / 1st / 28th pick / 2012,$4875000
96,Brian Price\PricBr00,22,,1,0,322,6-3,Texas-San Antonio,6/24/1994,Rook,0,,$397050
23,Damarious Randall\RandDa00,24,LCB,10,9,196,5-11,Arizona St.,8/29/1992,1,4,Green Bay Packers / 1st / 30th pick / 2015,$1799030
99,Christian Ringo\RingCh00,24,,8,0,300,6-1,Louisiana,3/10/1992,Rook,0,Green Bay Packers / 6th / 210th pick / 2015,$450000
22,Aaron Ripkowski\RipkAa00,24,RB,16,8,246,6-1,Oklahoma,12/20/1992,1,2,Green Bay Packers / 6th / 206th pick / 2015,$551599
