No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
95,McTelvin Agim\AgimMc00,23,,10,0,309,6-3,Arkansas,9/25/1997,Rook,1,Denver Broncos / 3rd / 95th pick / 2020,$610000
76,Calvin Anderson\AndeCa00,24,,16,2,300,6-5,RiceTexas,3/25/1996,Rook,2,,$675000
97,Jeremiah Attaochu\AttaJe00,27,olb,13,5,252,6-3,Georgia Tech,1/17/1993,6,3,San Diego Chargers / 2nd / 50th pick / 2014,$1000000
75,Quinn Bailey\BailQu00,25,,1,0,323,6-6,Arizona St.,10/18/1995,1,0,,$510000
34,Essang Bassey\BassEs01,22,,12,3,190,5-10,Wake Forest,8/12/1998,Rook,2,,
41,De'Vante Bausby\BausDe00,27,,10,3,190,6-2,Pittsburg St.,1/15/1993,4,1,,$388235
83,Andrew Beck\BeckAn01,24,,10,0,255,6-3,Texas,5/15/1996,1,0,,$552942
32,LeVante Bellamy\BellLe02,24,,5,0,188,5-9,West. Michigan,11/28/1996,Rook,0,,$502353
46,Jacob Bobenmoyer\BobeJa00,23,,16,0,235,6-2,Northern Colorado,5/28/1997,Rook,1,,
72,Garett Bolles\BollGa00,28,LT,15,15,300,6-5,Utah,5/27/1992,3,9,Denver Broncos / 1st / 20th pick / 2017,$1969351
21,A.J. Bouye\BouyA.00,29,LCB,7,7,191,6-0,Central Florida,8/16/1991,7,2,,$13000000
51,Nigel Bradham\BradNi00,31,,1,0,241,6-2,Florida St.,9/4/1989,8,0,Buffalo Bills / 4th / 105th pick / 2012,
19,Fred Brown\BrowFr01,27,,1,0,195,6-1,Mississippi St.,12/1/1993,2,0,,$585000
80,Jake Butt\ButtJa00,25,,5,1,250,6-6,Michigan,7/11/1995,2,0,Denver Broncos / 5th / 145th pick / 2017,$825000
53,Austin Calitro\CaliAu00,26,,13,0,240,6-0,Villanova,1/10/1994,2,0,,$679412
29,Bryce Callahan\CallBr00,29,RCB,10,10,188,5-9,Rice,10/23/1991,5,4,,$1250000
99,Jurrell Casey\CaseJu00,31,,3,3,305,6-1,USC,12/5/1989,9,0,Tennessee Titans / 3rd / 77th pick / 2011,$11250000
91,Anthony Chickillo\ChicAn00,28,,11,0,255,6-3,Miami (FL),12/10/1992,5,1,Pittsburgh Steelers / 6th / 212th pick / 2015,$856471
55,Bradley Chubb*\ChubBr00,24,ROLB,14,14,275,6-4,North Carolina St.,6/24/1996,2,9,Denver Broncos / 1st / 5th pick / 2018,$750000
16,Tyrie Cleveland\ClevTy00,23,,10,0,209,6-2,Florida,9/20/1997,Rook,0,Denver Broncos / 7th / 252nd pick / 2020,$610000
35,Jeremy Cox\CoxxJe00,24,,7,1,235,6-0,Old Dominion,8/16/1996,Rook,0,,$397059
79,Lloyd Cushenberry III\CushLl00,23,C,16,16,312,6-3,LSU,11/22/1997,Rook,6,Denver Broncos / 3rd / 83rd pick / 2020,
20,Duke Dawson\DawsDu00,25,,12,1,198,5-10,Florida,10/13/1995,2,1,New England Patriots / 2nd / 56th pick / 2018,$911352
78,Demar Dotson\DotsDe00,35,RT,8,8,315,6-9,Southern Miss,10/11/1985,11,3,,$1150000
9,Jeff Driskel\DrisJe00,27,,3,1,235,6-4,FloridaLouisiana Tech,4/23/1993,2,1,San Francisco 49ers / 6th / 207th pick / 2016,$1000000
87,Noah Fant\FantNo00,23,TE,15,14,249,6-4,Iowa,11/20/1997,1,4,Denver Broncos / 1st / 20th pick / 2019,$1067306
28,Royce Freeman\FreeRo00,24,,16,0,238,6-0,Oregon,2/24/1996,2,1,Denver Broncos / 3rd / 71st pick / 2018,$832000
84,Troy Fumagalli\FumaTr00,25,,8,0,248,6-6,Wisconsin,2/17/1995,2,1,Denver Broncos / 5th / 156th pick / 2018,$660000
61,Graham Glasgow\GlasGr00,28,RG,13,13,310,6-6,Michigan,7/19/1992,4,5,Detroit Lions / 3rd / 95th pick / 2016,$2500000
25,Melvin Gordon\GordMe00,27,RB,15,10,215,6-1,Wisconsin,4/13/1993,5,6,San Diego Chargers / 1st / 15th pick / 2015,$1000000
49,Nate Hairston\HairNa00,26,,3,0,185,6-0,Temple,6/30/1994,3,0,Indianapolis Colts / 5th / 158th pick / 2017,
17,DaeSean Hamilton\HamiDa01,25,,16,2,206,6-1,Penn St.,3/10/1995,2,2,Denver Broncos / 4th / 113th pick / 2018,$750000
13,KJ Hamler\HamlKJ00,21,,13,4,178,5-9,Penn St.,7/8/1999,Rook,3,Denver Broncos / 2nd / 46th pick / 2020,$610000
27,Davontae Harris\HarrDa05,25,,7,1,200,5-11,Illinois St.,1/21/1995,2,1,Cincinnati Bengals / 5th / 151st pick / 2018,$750000
96,Shelby Harris\HarrSh00,29,LDE,11,11,290,6-2,Illinois St.,8/11/1991,6,6,Oakland Raiders / 7th / 235th pick / 2014,$2000000
2,Kendall Hinton\HintKe00,23,,1,0,195,6-0,Wake Forest,2/19/1997,Rook,0,,
33,Alijah Holder\HoldAl01,24,,8,0,188,6-2,Stanford,1/26/1996,1,0,,$585000
22,Kareem Jackson\JackKa99,32,SS,16,16,183,5-10,Alabama,4/10/1988,10,6,Houston Texans / 1st / 20th pick / 2010,$11000000
77,Timmy Jernigan\JernTi00,28,,2,0,295,6-2,Florida St.,9/24/1992,6,0,Baltimore Ravens / 2nd / 48th pick / 2014,$864706
10,Jerry Jeudy\JeudJe00,21,WR,16,14,193,6-1,Alabama,4/24/1999,Rook,6,Denver Broncos / 1st / 15th pick / 2020,$610000
47,Josey Jewell\JeweJo00,26,RILB,16,16,236,6-1,Iowa,12/25/1994,2,8,Denver Broncos / 4th / 106th pick / 2018,$750000
45,Alexander Johnson\JohnAl01,29,LILB,16,16,255,6-2,Tennessee,12/24/1991,2,8,,$750000
93,Dre'Mont Jones\JoneDr00,23,RDE,13,8,281,6-3,Ohio St.,1/5/1997,1,5,Denver Broncos / 3rd / 71st pick / 2019,$685400
43,Joseph Jones\JoneJo05,26,,14,0,231,6-0,Northwestern,2/21/1994,3,1,,$825000
30,Phillip Lindsay\LindPh00,26,RB,11,8,190,5-8,Colorado,7/24/1994,2,3,,$750000
