No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
17,Davante Adams*\AdamDa01,27,WR,12,12,215,6-1,Fresno St.,12/24/1992,5,9,Green Bay Packers / 2nd / 53rd pick / 2014,$2750000
90,Montravius Adams\AdamMo00,24,,14,2,304,6-4,Auburn,7/24/1995,2,2,Green Bay Packers / 3rd / 93rd pick / 2017,$671000
23,Jaire Alexander\AlexJa00,22,LCB,16,16,196,5-10,Louisville,2/9/1997,1,6,Green Bay Packers / 1st / 18th pick / 2018,$1027761
81,Geronimo Allison\AlliGe01,25,wr,16,6,202,6-3,Illinois,1/18/1994,3,3,,$1450000
31,Adrian Amos\AmosAd00,26,SS,16,16,214,6-0,Penn St.,4/29/1993,4,6,Chicago Bears / 5th / 142nd pick / 2015,$1250000
69,David Bakhtiari*\BakhDa00,28,LT,16,16,310,6-4,Colorado,9/30/1991,6,14,Green Bay Packers / 4th / 109th pick / 2013,$8500000
88,Evan Baylis\BaylEv00,26,,5,0,250,6-5,Oregon,11/18/1993,2,0,,$495000
8,Tim Boyle\BoylTi00,25,,3,0,232,6-4,East. Kentucky,10/3/1994,1,0,,$570000
43,Hunter Bradley\BradHu00,25,,16,0,241,6-3,Mississippi St.,5/21/1994,1,1,Green Bay Packers / 7th / 239th pick / 2018,$570000
98,Fadol Brown\BrowFa00,26,,4,0,282,6-4,Mississippi,4/15/1993,1,0,,$570000
28,Tony Brown\BrowTo01,24,,9,0,199,6-0,Alabama,7/13/1995,1,1,,$570000
75,Bryan Bulaga\BulaBr20,30,RT,16,16,314,6-5,Iowa,3/21/1989,9,9,Green Bay Packers / 1st / 23rd pick / 2010,$5800000
42,Oren Burks\BurkOr00,24,,12,0,233,6-3,Vanderbilt,3/21/1995,1,1,Green Bay Packers / 3rd / 88th pick / 2018,$606500
35,Ibraheim Campbell\CampIb00,27,,7,3,210,5-11,Northwestern,5/13/1992,4,1,Cleveland Browns / 4th / 115th pick / 2015,$720000
32,Tra Carson\CarsTr01,27,,2,0,228,5-11,Texas A&M,10/24/1992,1,0,,$570000
97,Kenny Clark*\ClarKe01,24,NT,16,16,314,6-3,UCLA,10/4/1995,3,12,Green Bay Packers / 1st / 27th pick / 2016,$1726588
2,Mason Crosby\CrosMa20,35,,16,0,207,6-1,Colorado,9/3/1984,12,5,Green Bay Packers / 6th / 193rd pick / 2007,$3200000
11,Trevor Davis\DaviTr03,26,,2,0,188,6-1,California,7/4/1993,3,0,Green Bay Packers / 5th / 163rd pick / 2016,$720000
32,Tyler Ervin\ErviTy00,26,,4,0,185,5-10,San Jose St.,10/7/1993,3,0,Houston Texans / 4th / 119th pick / 2016,
51,Kyler Fackrell\FackKy00,28,,16,0,245,6-5,Utah St.,11/25/1991,3,2,Green Bay Packers / 3rd / 88th pick / 2016,$2010000
52,Rashan Gary\GaryRa00,22,,16,0,277,6-5,Michigan,12/3/1997,Rook,2,Green Bay Packers / 1st / 12th pick / 2019,$3950000
93,B.J. Goodson\GoodB.00,26,IL,15,9,241,6-1,Clemson,5/29/1993,3,5,New York Giants / 4th / 109th pick / 2016,
80,Jimmy Graham\GrahJi00,33,TE,16,10,265,6-7,Miami (FL),11/24/1986,9,4,New Orleans Saints / 3rd / 95th pick / 2010,$3450000
36,Raven Greene\GreeRa02,24,,2,1,197,5-11,James Madison,2/2/1995,1,0,,$570000
29,Ka'dar Hollman\HollKa00,25,,4,0,196,6-0,Toledo,9/18/1994,Rook,0,Green Bay Packers / 6th / 185th pick / 2019,$672500
37,Josh Jackson\JackJo01,23,,14,0,196,6-0,Iowa,4/3/1996,1,1,Green Bay Packers / 2nd / 45th pick / 2018,$764368
74,Elgton Jenkins\JenkEl00,24,LG,16,14,311,6-5,Mississippi St.,12/26/1995,Rook,7,Green Bay Packers / 2nd / 44th pick / 2019,$495000
33,Aaron Jones\JoneAa00,25,RB,16,16,208,5-9,Texas-El Paso,12/2/1994,2,12,Green Bay Packers / 5th / 182nd pick / 2017,$645000
96,Kingsley Keke\KekeKi00,23,,14,0,288,6-3,Texas A&M,9/26/1996,Rook,1,Green Bay Packers / 5th / 150th pick / 2019,$495000
20,Kevin King\KingKe01,24,RCB,15,14,200,6-3,Washington,5/5/1995,2,6,Green Bay Packers / 2nd / 33rd pick / 2017,$1108717
16,Jake Kumerow\KumeJa00,27,,14,4,209,6-4,Wisconsin–Whitewater,2/17/1992,1,2,,$570000
95,Tyler Lancaster\LancTy00,25,RDE,16,10,313,6-3,Northwestern,11/4/1994,1,6,,$570000
13,Allen Lazard\LazaAl00,24,,16,3,227,6-5,Iowa St.,12/11/1995,1,4,,$495000
89,Marcedes Lewis\LewiMa00,35,TE,16,11,267,6-6,UCLA,5/19/1984,13,1,Jacksonville Jaguars / 1st / 28th pick / 2006,$1050000
70,Alex Light\LighAl00,23,,13,0,309,6-5,Richmond,5/2/1996,1,1,,$570000
63,Corey Linsley\LinsCo00,28,C,16,16,301,6-3,Ohio St.,7/27/1991,5,7,Green Bay Packers / 5th / 161st pick / 2014,$4300000
94,Dean Lowry\LowrDe00,25,LDE,16,16,296,6-6,Northwestern,6/9/1994,3,9,Green Bay Packers / 4th / 137th pick / 2016,$2025000
50,Blake Martinez\MartBl01,25,IL,16,16,237,6-2,Stanford,1/9/1994,3,10,Green Bay Packers / 4th / 131st pick / 2016,$2025000
62,Lucas Patrick\PatrLu00,26,,14,0,313,6-3,Duke,7/30/1993,2,1,,$645000
25,Will Redmond\RedmWi00,26,,13,4,186,5-11,Mississippi St.,12/28/1993,1,2,San Francisco 49ers / 3rd / 68th pick / 2016,$570000
12,Aaron Rodgers*\RodgAa00,36,QB,16,16,225,6-2,Butte JC (CA)California,12/2/1983,14,14,Green Bay Packers / 1st / 24th pick / 2005,$1100000
26,Darnell Savage Jr.\SavaDa00,22,FS,14,14,198,5-11,Maryland,7/30/1997,Rook,5,Green Bay Packers / 1st / 21st pick / 2019,$3120000
6,JK Scott\ScotJK00,24,,16,0,208,6-6,Alabama,10/30/1995,1,2,Green Bay Packers / 5th / 172nd pick / 2018,$570000
10,Darrius Shepherd\ShepDa00,24,,6,0,186,5-11,North Dakota St.,11/1/1995,Rook,0,,$495000
91,Preston Smith\SmitPr00,27,LOLB,16,16,265,6-5,Mississippi St.,11/17/1992,4,9,Washington Redskins / 2nd / 38th pick / 2015,$850000
27,Tremon Smith\SmitTr04,23,,7,0,190,6-0,Central Arkansas,7/20/1996,1,0,Kansas City Chiefs / 6th / 196th pick / 2018,
55,Za'Darius Smith*\SmitZa00,27,ROLB,16,16,272,6-4,East Mississippi CCKentucky,9/8/1992,4,12,Baltimore Ravens / 4th / 122nd pick / 2015,$1000000
87,Jace Sternberger\SterJa00,23,,6,1,251,6-4,Texas A&M,6/26/1996,Rook,0,Green Bay Packers / 3rd / 75th pick / 2019,$495000
