No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
92,Chris Baker\BakeCh99,29,RDE,16,16,306,6-2,Hampton,10/8/1987,7,9,,$2700000
96,Houston Bates\BateHo00,25,,14,0,245,6-1,Louisiana Tech,12/28/1991,1,0,,$525000
41,Will Blackmon\BlacWi20,32,fs,15,6,212,6-0,Boston Col.,10/27/1984,10,4,Green Bay Packers / 4th / 115th pick / 2006,$900000
26,Bashaud Breeland\BreeBa00,24,LCB,14,14,195,5-11,Clemson,1/30/1992,2,7,Washington Redskins / 4th / 102nd pick / 2014,$600000
34,Mack Brown\BrowMa02,25,,9,0,213,5-11,Florida,9/24/1991,Rook,1,,$450000
30,David Bruton\BrutDa99,29,,4,4,210,6-2,Notre Dame,7/23/1987,7,0,Denver Broncos / 4th / 114th pick / 2009,$900000
89,Derek Carrier\CarrDe00,26,,8,0,240,6-3,Beloit,7/25/1990,4,0,,$800000
51,William Compton\CompWi00,27,LILB,15,15,235,6-1,Nebraska,9/19/1989,3,9,,$600000
8,Kirk Cousins*\CousKi00,28,QB,16,16,202,6-3,Michigan St.,8/19/1988,4,15,Washington Redskins / 4th / 102nd pick / 2012,$19953000
36,Su'a Cravens\CravSu00,21,,11,3,224,6-1,USC,7/7/1995,Rook,0,Washington Redskins / 2nd / 53rd pick / 2016,$450000
80,Jamison Crowder\CrowJa00,23,WR,16,9,177,5-9,Duke,6/17/1993,1,8,Washington Redskins / 4th / 105th pick / 2015,$525000
85,Vernon Davis\DaviVe00,32,TE,16,14,248,6-3,Maryland,1/31/1984,10,5,San Francisco 49ers / 1st / 6th pick / 2006,$1350000
18,Josh Doctson\DoctJo00,24,,2,0,205,6-2,TCUWyoming,12/3/1992,Rook,1,Washington Redskins / 1st / 22nd pick / 2016,$450000
47,Quinton Dunbar\DunbQu00,24,,14,2,202,6-2,Florida,7/22/1992,1,0,,$525000
45,Josh Evans\EvanJo00,25,,2,0,207,6-1,Florida,6/5/1991,3,0,Jacksonville Jaguars / 6th / 169th pick / 2013,$516176
22,Deshazor Everett\EverDe01,24,,16,0,203,6-0,Texas A&M,2/22/1992,1,0,,$525000
