No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
24,Johnathan Abram\AbraJo01,24,SS,13,13,205,6-0,Mississippi St.,10/25/1996,1,5,Oakland Raiders / 1st / 27th pick / 2019,$1017509
15,Nelson Agholor\AghoNe00,27,WR,16,13,198,6-0,USC,5/24/1993,5,8,Philadelphia Eagles / 1st / 20th pick / 2015,$910000
20,Damon Arnette\ArneDa00,24,cb,9,7,195,6-0,Ohio St.,2/2/1996,Rook,3,Las Vegas Raiders / 1st / 19th pick / 2020,$437058
51,Vic Beasley\BeasVi00,28,,5,0,246,6-3,Clemson,7/8/1992,5,0,Atlanta Falcons / 1st / 8th pick / 2015,
23,Devontae Booker\BookDe00,28,,16,1,219,5-11,Utah,5/27/1992,4,4,Denver Broncos / 4th / 136th pick / 2016,$910000
77,Trent Brown\BrowTr02,27,rt,5,5,380,6-8,Florida,4/13/1993,5,3,San Francisco 49ers / 7th / 244th pick / 2015,$21250000
2,Daniel Carlson\CarlDa00,25,,16,0,215,6-5,Auburn,1/23/1995,2,4,Minnesota Vikings / 5th / 167th pick / 2018,$750000
4,Derek Carr\CarrDe02,29,QB,16,16,210,6-3,Fresno St.,3/28/1991,6,14,Oakland Raiders / 2nd / 36th pick / 2014,$18900000
85,Derek Carrier\CarrDe00,30,,16,0,240,6-3,Beloit,7/25/1990,8,0,,$1750000
6,AJ Cole III\ColeAJ01,25,,16,0,220,6-4,North Carolina St.,11/27/1995,1,2,,
97,Maliek Collins\CollMa00,25,RDT,12,11,308,6-2,Nebraska,4/8/1995,4,4,Dallas Cowboys / 3rd / 67th pick / 2016,$5750000
98,Maxx Crosby\CrosMa00,23,RDE,16,16,255,6-5,East. Michigan,8/22/1997,1,6,Oakland Raiders / 4th / 106th pick / 2019,$610000
18,Keelan Doss\DossKe00,24,,1,0,215,6-3,California-Davis,3/21/1996,1,0,,
89,Bryan Edwards\EdwaBr01,22,,12,3,212,6-3,South Carolina,11/13/1998,Rook,2,Las Vegas Raiders / 3rd / 81st pick / 2020,$610000
52,Kyle Emanuel\EmanKy00,29,,1,0,250,6-3,North Dakota St.,8/16/1991,5,0,San Diego Chargers / 5th / 153rd pick / 2015,
96,Clelin Ferrell\FerrCl00,23,LDE,11,11,265,6-4,Clemson,5/17/1997,1,4,Oakland Raiders / 1st / 4th pick / 2019,$1920492
10,Rico Gafford\GaffRi00,24,,3,0,185,5-10,Wyoming,5/23/1996,2,0,,$675000
33,Rashaan Gaulden\GaulRa00,25,,2,0,200,6-0,Tennessee,1/23/1995,2,0,Carolina Panthers / 3rd / 85th pick / 2018,
71,Denzelle Good\GoodDe01,29,LG,15,14,340,6-5,Mars Hill,3/8/1991,5,8,Indianapolis Colts / 7th / 255th pick / 2015,$1400000
90,Johnathan Hankins\HankJo00,28,LDT,16,16,340,6-3,Ohio St.,3/30/1992,7,6,New York Giants / 2nd / 49th pick / 2013,$3750000
25,Erik Harris\HarrEr00,30,FS,14,12,220,6-2,California (PA),4/2/1990,4,4,,$2350000
38,Jeff Heath\HeatJe00,29,fs,13,5,212,6-1,Saginaw Valley St.,5/14/1991,7,3,,$2850000
61,Rodney Hudson\HudsRo00,31,C,16,16,315,6-2,Florida St.,7/12/1989,9,9,Kansas City Chiefs / 2nd / 55th pick / 2011,$1050000
73,Maurice Hurst Jr.\HursMa00,25,,11,3,291,6-2,Michigan,5/9/1995,2,2,Oakland Raiders / 5th / 140th pick / 2018,$520590
64,Richie Incognito\IncoRi20,37,,2,2,325,6-3,NebraskaOregon,7/5/1983,14,0,St. Louis Rams / 3rd / 81st pick / 2005,$5000000
45,Alec Ingold\IngoAl01,24,,16,4,240,6-1,Wisconsin,7/9/1996,1,1,,$675000
95,David Irving\IrviDa00,27,,2,0,290,6-7,Iowa St.,8/18/1993,5,0,,
66,Gabe Jackson\JackGa00,29,RG,16,16,335,6-3,Mississippi St.,7/12/1991,6,9,Oakland Raiders / 3rd / 81st pick / 2014,$9350000
28,Josh Jacobs*\JacoJo01,22,RB,15,15,220,5-10,Alabama,2/11/1998,1,8,Oakland Raiders / 1st / 24th pick / 2019,$1037427
68,Andre James\JameAn01,23,,16,0,300,6-4,UCLA,5/2/1997,1,2,,$675000
31,Isaiah Johnson\JohnIs02,25,,14,0,210,6-2,Houston,12/20/1995,1,1,Oakland Raiders / 4th / 129th pick / 2019,$675000
95,Datone Jones\JoneDa03,30,,1,0,285,6-4,UCLA,7/24/1990,7,0,Green Bay Packers / 1st / 26th pick / 2013,
12,Zay Jones\JoneZa00,25,,16,2,200,6-2,East Carolina,3/30/1995,3,1,Buffalo Bills / 2nd / 37th pick / 2017,$1339522
72,Jaryd Jones-Smith\JoneJa09,25,,3,0,345,6-7,Pittsburgh,9/3/1995,Rook,0,,
29,Lamarcus Joyner\JoynLa00,30,llb,14,6,185,5-8,Florida St.,11/27/1990,6,3,St. Louis Rams / 2nd / 41st pick / 2014,$4600000
99,Arden Key\KeyxAr00,24,,14,0,240,6-5,LSU,5/3/1996,2,1,Oakland Raiders / 3rd / 87th pick / 2018,$750000
44,Nick Kwiatkoski\KwiaNi00,27,MLB,12,12,243,6-2,West Virginia,5/26/1993,4,5,Chicago Bears / 4th / 113th pick / 2016,$7000000
26,Nevin Lawson\LawsNe00,29,RCB,14,9,190,5-9,Utah St.,4/23/1991,6,4,Detroit Lions / 4th / 133rd pick / 2014,$1062500
32,Dallin Leavitt\LeavDa00,26,,9,0,195,5-10,Utah St.,8/8/1994,2,1,,$555884
42,Cory Littleton\LittCo01,27,RLB,14,14,228,6-3,Washington,11/18/1993,4,5,,$910000
37,Dylan Mabin\MabiDy00,23,,1,0,195,6-1,Fordham,9/14/1997,Rook,0,,
62,Erik Magnuson\MagnEr00,26,,1,0,300,6-6,Michigan,1/5/1994,3,0,,
8,Marcus Mariota\MariMa01,27,,1,0,222,6-4,Oregon,10/30/1993,5,1,Tennessee Titans / 1st / 2nd pick / 2015,$7500000
54,Raekwon McMillan\McMiRa02,25,,16,4,242,6-2,Ohio St.,11/17/1995,2,2,Miami Dolphins / 2nd / 54th pick / 2017,$1105573
74,Kolton Miller\MillKo00,25,LT,14,14,325,6-8,UCLA,10/9/1995,2,8,Oakland Raiders / 1st / 15th pick / 2018,$1704666
87,Foster Moreau\MoreFo00,23,,16,2,250,6-4,LSU,5/6/1997,1,1,Oakland Raiders / 4th / 137th pick / 2019,$675000
50,Nicholas Morrow\MorrNi00,25,LLB,14,11,225,6-0,Greenville,7/10/1995,3,5,,$3259000
27,Trayvon Mullen\MullTr00,23,LCB,16,16,200,6-2,Clemson,9/20/1997,1,6,Oakland Raiders / 2nd / 40th pick / 2019,$824961
94,Carl Nassib\NassCa00,27,lde,14,5,275,6-7,Penn St.,4/12/1993,4,3,Cleveland Browns / 3rd / 65th pick / 2016,$7500000
22,Keisean Nixon\NixoKe00,23,,15,1,200,5-10,South Carolina,6/22/1997,1,1,,$675000
78,Patrick Omameh\OmamPa00,31,,6,0,327,6-4,Michigan,12/29/1989,7,0,,$926471
59,James Onwualu\OnwuJa00,26,,2,0,235,6-1,Notre Dame,9/4/1994,3,0,,
