No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
97,Mario Addison\AddiMa00,32,LOLB,15,15,260,6-3,Troy,9/6/1987,8,6,,$6500000
7,Kyle Allen\AlleKy00,23,QB,13,12,210,6-3,Texas A&MHouston,3/8/1996,1,7,,$495000
40,Alex Armah\ArmaAl00,25,,16,1,255,6-2,West Georgia,5/17/1994,2,0,Carolina Panthers / 6th / 192nd pick / 2017,$645000
39,Reggie Bonnafon\BonnRe00,23,,16,0,215,6-0,Louisville,1/4/1996,Rook,1,,$495000
33,Tre Boston\BostTr00,27,FS,16,16,205,6-1,North Carolina,6/25/1992,5,5,Carolina Panthers / 4th / 128th pick / 2014,$1125000
24,James Bradberry\BradJa00,26,CB,15,15,212,6-1,SamfordArkansas St.,8/4/1993,3,5,Carolina Panthers / 2nd / 62nd pick / 2016,$940114
53,Brian Burns\BurnBr00,21,rolb,16,5,250,6-5,Florida St.,4/23/1998,Rook,4,Carolina Panthers / 1st / 16th pick / 2019,$495000
92,Vernon Butler\ButlVe00,25,DE,14,9,330,6-4,Louisiana Tech,6/14/1994,3,4,Carolina Panthers / 1st / 30th pick / 2016,$1144980
56,Jermaine Carter Jr.\CartJe00,24,LILB,16,5,225,6-0,Maryland,1/14/1995,1,3,Carolina Panthers / 5th / 161st pick / 2018,$570000
47,Ross Cockrell\CockRo00,28,CB,14,11,190,6-0,Duke,8/6/1991,5,4,Buffalo Bills / 4th / 109th pick / 2014,$2300000
91,Bryan Cox Jr.\CoxxBr01,25,,1,0,270,6-3,Florida,6/25/1994,2,0,,$645000
65,Dennis Daley\DaleDe00,23,LT,14,9,325,6-6,South Carolina,8/7/1996,Rook,4,Carolina Panthers / 6th / 212th pick / 2019,$495000
27,Mike Davis\DaviMi01,26,,5,0,221,5-9,South Carolina,2/19/1993,4,0,San Francisco 49ers / 4th / 126th pick / 2015,
14,Greg Dortch\DortGr01,21,,2,0,173,5-7,Wake Forest,5/29/1998,Rook,0,,
35,Corn Elder\EldeCo00,25,,1,0,185,5-10,Miami (FL),10/9/1994,1,0,Carolina Panthers / 5th / 152nd pick / 2017,$645000
23,Javien Elliott\ElliJa01,26,,16,3,185,5-11,Florida St.,7/18/1993,3,2,,$720000
28,Rashaan Gaulden\GaulRa00,24,,9,0,200,6-0,Tennessee,1/23/1995,1,0,Carolina Panthers / 3rd / 85th pick / 2018,$595250
36,T.J. Green\GreeT.00,24,,1,0,215,6-3,Clemson,3/15/1995,3,0,Indianapolis Colts / 2nd / 57th pick / 2016,
3,Will Grier\GrieWi00,24,,2,2,220,6-1,FloridaWest Virginia,4/3/1995,Rook,1,Carolina Panthers / 3rd / 100th pick / 2019,$495000
98,Marquis Haynes\HaynMa01,26,,11,0,235,6-2,Mississippi,12/16/1993,1,1,Carolina Panthers / 4th / 136th pick / 2018,$570000
15,Chris Hogan\HogaCh00,32,,7,1,210,6-1,Monmouth,10/24/1987,8,0,,$825000
96,Wes Horton\HortWe00,29,,6,0,265,6-5,USC,1/18/1990,6,0,,
55,Bruce Irvin\IrviBr00,32,ROLB,13,12,250,6-3,West Virginia,11/1/1987,7,5,Seattle Seahawks / 1st / 15th pick / 2012,$1250000
26,Donte Jackson\JackDo02,24,LCB,13,10,180,5-10,LSU,11/8/1995,1,4,Carolina Panthers / 2nd / 55th pick / 2018,$698751
30,Natrell Jamerson\JameNa00,24,,5,0,200,5-11,Wisconsin,12/15/1995,1,0,New Orleans Saints / 5th / 164th pick / 2018,
44,J.J. Jansen\JansJ.00,33,,16,0,235,6-2,Notre Dame,1/20/1986,10,1,,$1030000
42,Colin Jones\JoneCo01,32,,16,0,205,6-0,TCU,10/27/1987,8,1,San Francisco 49ers / 6th / 190th pick / 2011,$930000
59,Luke Kuechly*\KuecLu00,28,IL,16,16,238,6-3,Boston Col.,4/20/1991,7,11,Carolina Panthers / 1st / 9th pick / 2012,$10000059
43,Jordan Kunaszyk\KunaJo00,23,,9,0,235,6-3,California,10/15/1996,Rook,1,,$495000
69,Tyler Larsen\LarsTy00,28,,16,0,325,6-4,Utah St.,7/8/1991,3,1,,$900000
74,Greg Little\LittGr01,22,,4,3,310,6-5,Mississippi,11/4/1997,Rook,1,Carolina Panthers / 2nd / 37th pick / 2019,$495000
77,Kyle Love\LoveKy00,33,,15,1,310,6-1,Mississippi St.,11/18/1986,9,1,,$930000
32,Cole Luke\LukeCo00,24,,8,0,200,5-11,Notre Dame,6/30/1995,1,0,,$495000
64,Brad Lundblade\LundBr00,24,,1,0,305,6-3,Oklahoma St.,9/21/1995,Rook,0,,
82,Chris Manhertz\ManhCh00,27,te,15,6,255,6-6,Canisius,4/10/1992,5,0,,
22,Christian McCaffrey*+\McCaCh01,23,RB,16,16,205,5-11,Stanford,6/7/1996,2,15,Carolina Panthers / 1st / 8th pick / 2017,$2032390
14,Ray-Ray McCloud\McClRa00,23,,6,0,190,5-9,Clemson,10/15/1996,1,0,Buffalo Bills / 6th / 187th pick / 2018,
93,Gerald McCoy\McCoGe99,31,DT,16,16,300,6-4,Oklahoma,2/25/1988,9,6,Tampa Bay Buccaneers / 1st / 3rd pick / 2010,$3000000
91,Stacy McGee\McGeSt01,29,,4,0,339,6-3,Oklahoma,1/17/1990,6,0,Oakland Raiders / 6th / 205th pick / 2013,
76,Garrett McGhin\McGhGa01,24,,2,0,302,6-6,East Carolina,10/13/1995,Rook,0,,
50,Christian Miller\MillCh04,23,,7,0,245,6-3,Alabama,6/16/1996,Rook,1,Carolina Panthers / 4th / 115th pick / 2019,$495000
