No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
15,Demarcus Ayers\AyerDe00,22,,2,1,190,5-11,Houston,7/7/1994,Rook,0,Pittsburgh Steelers / 7th / 229th pick / 2016,$79410
26,Le'Veon Bell*\BellLe00,24,RB,12,12,225,6-1,Michigan St.,2/18/1992,3,15,Pittsburgh Steelers / 2nd / 48th pick / 2013,$1197347
4,Jordan Berry\BerrJo00,25,,16,0,195,6-5,East. Kentucky,3/18/1991,1,2,,$525000
9,Chris Boswell\BoswCh00,25,,15,0,185,6-2,Rice,3/16/1991,1,3,,$525000
84,Antonio Brown*+\BrowAn04,28,WR,15,15,185,5-10,Central Michigan,7/10/1988,6,12,Pittsburgh Steelers / 6th / 195th pick / 2010,$11883333
2,Randy Bullock\BullRa00,27,,1,0,210,5-9,Texas A&M,12/16/1989,4,0,Houston Texans / 5th / 161st pick / 2012,$223529
25,Artie Burns\BurnAr00,21,LCB,16,9,197,6-0,Miami (FL),5/1/1995,Rook,6,Pittsburgh Steelers / 1st / 25th pick / 2016,$1743814
56,Anthony Chickillo\ChicAn00,24,LOLB,15,7,255,6-3,Miami (FL),12/10/1992,1,5,Pittsburgh Steelers / 6th / 212th pick / 2015,$525000
14,Sammie Coates\CoatSa00,23,wr,14,5,210,6-1,Auburn,3/31/1993,1,4,Pittsburgh Steelers / 3rd / 87th pick / 2015,$682878
31,Ross Cockrell\CockRo00,25,RCB,16,16,190,6-0,Duke,8/6/1991,2,8,Buffalo Bills / 4th / 109th pick / 2014,$600000
37,Jordan Dangerfield\DangJo00,26,,14,2,199,5-11,Towson,12/25/1990,2,0,,$450000
28,Sean Davis\DaviSe00,23,SS,16,9,202,6-1,Maryland,10/23/1993,Rook,5,Pittsburgh Steelers / 2nd / 58th pick / 2016,$743085
66,David DeCastro*\DeCaDa00,26,RG,16,16,316,6-5,Stanford,1/11/1990,4,14,Pittsburgh Steelers / 1st / 24th pick / 2012,$8070000
48,Bud Dupree\DuprAl00,23,,7,4,269,6-4,Kentucky,2/12/1993,1,0,Pittsburgh Steelers / 1st / 22nd pick / 2015,$2095973
,Matt Feiler\FeilMa00,24,,1,0,330,6-6,Bloomsburg,7/7/1992,2,0,,$344110
67,B.J. Finney\FinnB.01,25,,13,3,318,6-4,Kansas St.,10/26/1991,Rook,0,,$450000
54,L.J. Fort\FortL.00,26,,14,0,232,6-0,Northern Iowa,1/3/1990,4,0,,$525000
73,Ramon Foster\FostRa21,30,LG,14,14,328,6-5,Tennessee,1/7/1986,7,8,,$2416666
22,William Gay\GayxWi99,31,LCB,16,9,187,5-10,Louisville,1/1/1985,9,5,Pittsburgh Steelers / 5th / 170th pick / 2007,$2483333
24,Justin Gilbert\GilbJu00,25,,12,0,202,6-0,Oklahoma St.,11/7/1991,2,0,Cleveland Browns / 1st / 8th pick / 2014,$786682
77,Marcus Gilbert\GilbMa00,28,RT,13,13,330,6-6,Florida,2/15/1988,5,7,Pittsburgh Steelers / 2nd / 63rd pick / 2011,$4068500
21,Robert Golden\GoldRo00,26,ss,13,7,202,5-11,Arizona,9/13/1990,4,4,,$1176666
89,Ladarius Green\GreeLa00,26,,6,2,237,6-6,Louisiana,5/29/1990,4,3,San Diego Chargers / 4th / 110th pick / 2012,$2437500
85,Xavier Grimble\GrimXa00,24,,13,2,261,6-4,USC,9/22/1992,2,1,,$450000
83,Cobi Hamilton\HamiCo00,26,WR,11,8,201,6-2,Arkansas,11/13/1990,3,2,Cincinnati Bengals / 6th / 197th pick / 2013,$450000
79,Javon Hargrave\HargJa00,23,NT,15,13,305,6-2,South Carolina St.,2/7/1993,Rook,8,Pittsburgh Steelers / 3rd / 89th pick / 2016,$623314
68,Ryan Harris\HarrRy20,31,,4,0,299,6-5,Notre Dame,3/11/1985,9,0,Denver Broncos / 3rd / 70th pick / 2007,$1662500
92,James Harrison\HarrJa23,38,ROLB,15,7,242,6-0,Kent St.,5/4/1978,14,6,,$1500000
97,Cameron Heyward\HeywCa01,27,LDE,7,7,295,6-5,Ohio St.,5/6/1989,5,5,Pittsburgh Steelers / 1st / 31st pick / 2011,$10400000
88,Darrius Heyward-Bey\HeywDa00,29,,10,0,210,6-2,Maryland,2/26/1987,7,1,Oakland Raiders / 1st / 7th pick / 2009,$1133333
74,Chris Hubbard\HubbCh00,25,,15,4,295,6-4,Ala-Birmingham,4/23/1991,3,0,,$600000
81,Jesse James\JameJe00,22,TE,16,13,250,6-7,Penn St.,6/4/1994,1,3,Pittsburgh Steelers / 5th / 160th pick / 2015,$577228
82,David Johnson\JohnDa05,29,te,16,5,270,6-2,Arkansas St.,8/26/1987,7,1,Pittsburgh Steelers / 7th / 241st pick / 2009,$600000
51,Steven Johnson\JohnSt02,28,,6,0,237,6-1,Kansas,3/28/1988,4,0,,$600000
95,Jarvis Jones\JoneJa05,27,ROLB,14,9,245,6-2,Georgia,10/13/1989,3,6,Pittsburgh Steelers / 1st / 17th pick / 2013,$2769933
