No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
88,Marcell Ateman\AtemMa00,24,wr,7,6,215,6-4,Oklahoma St.,9/16/1994,Rook,1,Oakland Raiders / 7th / 228th pick / 2018,$129200
37,Bene Benwikere\BenwBe00,27,,4,0,195,6-0,San Jose St.,9/3/1991,4,0,Carolina Panthers / 5th / 148th pick / 2014,$185882
80,Saeed Blacknall\BlacSa00,22,,1,0,212,6-3,Penn St.,3/17/1996,Rook,0,,$129200
95,Fadol Brown\BrowFa00,25,,8,0,282,6-4,Mississippi,4/15/1993,Rook,1,,$480000
12,Martavis Bryant\BryaMa00,27,,8,2,210,6-4,Clemson,12/20/1991,4,2,Pittsburgh Steelers / 4th / 118th pick / 2014,$663529
53,Jason Cabinda\CabiJa00,22,,10,3,235,6-1,Penn St.,3/17/1996,Rook,2,,$129200
91,Shilique Calhoun\CalhSh00,26,,7,0,260,6-4,Michigan St.,3/20/1992,2,0,Oakland Raiders / 3rd / 75th pick / 2016,$489705
8,Daniel Carlson\CarlDa00,23,,10,0,215,6-5,Auburn,1/23/1995,Rook,3,Minnesota Vikings / 5th / 167th pick / 2018,$282353
4,Derek Carr\CarrDe02,27,QB,16,16,210,6-3,Fresno St.,3/28/1991,4,10,Oakland Raiders / 2nd / 36th pick / 2014,$7400000
96,Tank Carradine\CarrCo00,28,,1,0,267,6-4,Florida St.,2/18/1990,5,0,San Francisco 49ers / 2nd / 40th pick / 2013,$915000
85,Derek Carrier\CarrDe00,28,,16,2,240,6-3,Beloit,7/25/1990,6,0,,$1150000
74,T.J. Clemmings\ClemT.00,27,,4,0,337,6-4,Pittsburgh,11/18/1991,3,0,Minnesota Vikings / 4th / 110th pick / 2015,$1907000
21,Gareon Conley\ConlGa00,23,RCB,15,14,190,6-0,Ohio St.,6/29/1995,1,5,Oakland Raiders / 1st / 24th pick / 2017,$940792
87,Jared Cook*\CookJa02,31,TE,16,14,254,6-5,South Carolina,4/7/1987,9,7,Tennessee Titans / 3rd / 89th pick / 2009,$5000000
89,Amari Cooper*\CoopAm00,24,WR,6,6,210,6-1,Alabama,6/17/1994,3,2,Oakland Raiders / 1st / 4th pick / 2015,$700000
48,Andrew DePaola\DePaAn00,31,,1,0,220,6-1,Rutgers,7/28/1987,4,0,,$790000
