No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
27,Kenneth Acker\AckeKe00,24,,9,1,195,6-0,SMU,2/6/1992,2,0,San Francisco 49ers / 6th / 180th pick / 2014,$600000
57,D.J. Alexander*\AlexD.00,25,,16,1,233,6-2,Oregon St.,9/30/1991,1,0,Kansas City Chiefs / 5th / 172nd pick / 2015,$575563
97,Allen Bailey\BailAl00,27,rde,5,5,288,6-3,Miami (FL),3/25/1989,5,3,Kansas City Chiefs / 3rd / 86th pick / 2011,$5212500
77,T.J. Barnes\BarnT.00,26,,5,0,355,6-6,Georgia Tech,6/14/1990,3,0,,$176470
94,Sam Barrington\BarrSa00,26,,2,0,246,6-1,South Florida,10/5/1990,3,0,Green Bay Packers / 7th / 232nd pick / 2013,$675000
29,Eric Berry*+\BerrEr99,28,SS,16,16,212,6-0,Tennessee,12/29/1988,6,14,Kansas City Chiefs / 1st / 5th pick / 2010,$10806000
25,Jamaal Charles\CharJa00,30,,3,0,199,5-11,Texas,12/27/1986,8,0,Kansas City Chiefs / 3rd / 73rd pick / 2008,$5312500
2,Dustin Colquitt*\ColqDu20,34,,16,0,210,6-3,Tennessee,5/6/1982,11,2,Kansas City Chiefs / 3rd / 99th pick / 2005,$4450000
17,Chris Conley\ConlCh00,24,WR,16,11,205,6-3,Georgia,10/25/1992,1,5,Kansas City Chiefs / 3rd / 76th pick / 2015,$738108
34,Knile Davis\DaviKn00,25,,9,0,227,5-11,Arkansas,10/5/1991,3,0,Kansas City Chiefs / 3rd / 96th pick / 2013,$826504
65,Jordan Devey\DeveJo00,28,,1,1,320,6-6,Memphis,1/11/1988,3,0,,$564705
76,Laurent Duvernay-Tardif\DuveLa00,25,RG,14,14,321,6-5,McGill,2/11/1991,2,7,Kansas City Chiefs / 6th / 200th pick / 2014,$633575
79,Parker Ehinger\EhinPa00,24,,5,4,310,6-6,Cincinnati,12/30/1992,Rook,0,Kansas City Chiefs / 4th / 105th pick / 2016,$600727
72,Eric Fisher\FishEr00,25,LT,16,16,315,6-7,Central Michigan,1/5/1991,3,8,Kansas City Chiefs / 1st / 1st pick / 2013,$6854636
4,Nick Foles\FoleNi00,27,,3,1,243,6-6,Arizona,1/20/1989,4,1,Philadelphia Eagles / 3rd / 88th pick / 2012,$1656250
