No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
19,JJ Arcega-Whiteside\ArceJJ00,24,,8,0,225,6-2,Stanford,12/31/1996,1,1,Philadelphia Eagles / 2nd / 57th pick / 2019,$720056
37,Grayland Arnold\ArnoGr01,23,,6,1,190,5-10,Baylor,9/4/1997,Rook,1,,
58,Genard Avery\AverGe00,25,,11,0,250,6-0,Memphis,4/26/1995,2,1,Cleveland Browns / 5th / 150th pick / 2018,$573532
59,Joe Bachie\BachJo01,22,,4,0,235,6-2,Michigan St.,2/26/1998,Rook,0,,
96,Derek Barnett\BarnDe01,24,LDE,13,10,259,6-3,Tennessee,6/25/1996,3,5,Philadelphia Eagles / 1st / 14th pick / 2017,$2217378
54,Shaun Bradley\BradSh00,23,,15,0,235,6-1,Temple,4/8/1997,Rook,1,Philadelphia Eagles / 6th / 196th pick / 2020,$610000
66,Jamon Brown\BrowJa04,27,,2,1,340,6-4,Louisville,3/15/1993,5,0,St. Louis Rams / 3rd / 72nd pick / 2015,$856471
16,Deontay Burnett\BurnDe00,23,,2,0,186,6-0,USC,10/4/1997,2,0,,
89,Hakeem Butler\ButlHa00,24,,2,0,227,6-5,Iowa St.,5/16/1996,Rook,0,Arizona Cardinals / 4th / 103rd pick / 2019,$555882
30,Corey Clement\ClemCo00,26,,15,0,220,5-10,Wisconsin,11/2/1994,3,1,,$825000
33,Blake Countess\CounBl00,27,,2,0,191,5-10,AuburnMichigan,8/8/1993,4,0,Philadelphia Eagles / 6th / 196th pick / 2016,
91,Fletcher Cox*\CoxxFl00,30,RDT,15,15,310,6-4,Mississippi St.,12/13/1990,8,10,Philadelphia Eagles / 1st / 12th pick / 2012,$4035000
81,Jason Croom\CrooJa00,26,,4,0,246,6-5,Tennessee,2/28/1994,2,0,,
75,Vinny Curry\CurrVi00,32,,11,3,279,6-3,Marshall,6/30/1988,8,3,Philadelphia Eagles / 2nd / 59th pick / 2012,$1300000
63,Jack Driscoll\DrisJa00,23,,11,4,306,6-5,Auburn,4/1/1997,Rook,2,Philadelphia Eagles / 4th / 145th pick / 2020,$610000
57,T.J. Edwards\EdwaTJ02,24,MLB,12,12,240,6-1,Wisconsin,8/12/1996,1,6,,
4,Jake Elliott\ElliJa03,25,,16,0,167,5-9,Memphis,1/21/1995,3,2,Cincinnati Bengals / 5th / 153rd pick / 2017,$825000
22,Marcus Epps\EppsMa00,24,db,14,5,191,6-0,Wyoming,1/27/1996,1,3,Minnesota Vikings / 6th / 191st pick / 2019,$675000
86,Zach Ertz\ErtzZa00,30,TE,11,11,250,6-5,Stanford,11/10/1990,7,2,Philadelphia Eagles / 2nd / 35th pick / 2013,$6660000
36,Rudy Ford\FordRu00,26,,8,1,204,6-0,Auburn,11/1/1994,3,1,Arizona Cardinals / 6th / 208th pick / 2017,$825000
13,Travis Fulgham\FulgTr00,25,WR,13,8,215,6-2,Old Dominion,9/13/1995,1,3,Detroit Lions / 6th / 184th pick / 2019,$555882
47,Nathan Gerry\GerrNa00,25,llb,7,7,230,6-2,Nebraska,2/23/1995,3,3,Philadelphia Eagles / 5th / 184th pick / 2017,$825000
88,Dallas Goedert\GoedDa00,25,TE,11,9,256,6-5,South Dakota St.,1/3/1995,2,3,Philadelphia Eagles / 2nd / 49th pick / 2018,$991297
55,Brandon Graham*\GrahBr99,32,RDE,16,16,265,6-2,Michigan,4/3/1988,10,11,Philadelphia Eagles / 1st / 13th pick / 2010,$1360000
93,Javon Hargrave\HargJa00,27,LDT,15,11,305,6-2,South Carolina St.,2/7/1993,4,6,Pittsburgh Steelers / 3rd / 89th pick / 2016,$1000000
67,Nate Herbig\HerbNa01,22,RG,15,12,334,6-4,Stanford,7/10/1998,1,5,,$675000
82,John Hightower\HighJo00,24,,13,4,189,6-1,Boise St.,5/31/1996,Rook,1,Philadelphia Eagles / 5th / 168th pick / 2020,$610000
46,Jameson Houston\HousJa00,24,,3,0,200,5-11,Baylor,6/30/1996,Rook,0,,
28,Jordan Howard\HowaJo00,26,,2,1,224,6-0,Indiana,11/2/1994,4,0,Chicago Bears / 5th / 150th pick / 2016,
32,Jason Huntley\HuntJa01,22,,5,0,193,5-9,New Mexico St.,4/20/1998,Rook,0,Detroit Lions / 5th / 172nd pick / 2020,
2,Jalen Hurts\HurtJa00,22,,15,4,222,6-1,AlabamaOklahoma,8/7/1998,Rook,4,Philadelphia Eagles / 2nd / 53rd pick / 2020,$610000
10,DeSean Jackson\JackDe00,34,wr,5,5,175,5-10,California,12/1/1986,12,2,Philadelphia Eagles / 2nd / 49th pick / 2008,$6200000
97,Malik Jackson\JackMa02,30,ldt,15,6,290,6-5,Tennessee,1/11/1990,8,4,Denver Broncos / 5th / 137th pick / 2012,$1050000
38,Michael Jacquet\JacqMi00,23,,7,2,201,6-2,Louisiana,1/29/1997,Rook,1,,
39,Craig James\JameCr01,24,,4,0,195,5-10,Southern Illinois,4/29/1996,2,0,,$750000
17,Alshon Jeffery\JeffAl00,30,,7,2,218,6-3,South Carolina,2/14/1990,8,1,Chicago Bears / 2nd / 45th pick / 2012,$9910000
65,Lane Johnson\JohnLa01,30,RT,7,7,317,6-6,Oklahoma,5/8/1990,7,3,Philadelphia Eagles / 1st / 4th pick / 2013,$1050000
1,Cameron Johnston\JohnCa02,28,,16,0,194,5-11,Ohio St.,2/24/1992,2,2,,$750000
74,Luke Juriga\JuriLu00,23,,13,0,295,6-4,West. Michigan,6/7/1997,Rook,1,,
62,Jason Kelce*\KelcJa00,33,C,16,16,295,6-3,Cincinnati,11/5/1987,9,8,Philadelphia Eagles / 6th / 191st pick / 2011,$2000000
46,Adrian Killins\KillAd00,22,,1,0,164,5-8,Central Florida,1/2/1998,Rook,0,,
34,Cre'von LeBlanc\LeBlCr01,26,,9,1,190,5-10,Florida Atlantic,7/25/1994,4,1,,$910000
45,Rick Lovato\LovaRi00,28,,16,0,249,6-2,Old Dominion,9/9/1992,5,1,,$910000
29,Avonte Maddox\MaddAv00,24,LCB,10,8,184,5-9,Pittsburgh,3/31/1996,2,3,Philadelphia Eagles / 4th / 125th pick / 2018,$750000
68,Jordan Mailata\MailJo00,23,LT,15,10,346,6-8,,3/31/1997,2,4,Philadelphia Eagles / 7th / 233rd pick / 2018,$675000
76,T.Y. McGill\McGiT.00,28,,7,0,299,6-0,North Carolina St.,11/23/1992,5,1,,$825000
23,Rodney McLeod\McLeRo00,30,SS,13,13,195,5-10,Virginia,6/23/1990,8,6,,$1050000
21,Jalen Mills\MillJa02,26,FS,15,15,191,6-0,LSU,4/6/1994,4,6,Philadelphia Eagles / 7th / 233rd pick / 2016,$2000000
,Iosua Opeta\OpetIo00,24,,8,2,305,6-4,Weber St.,8/15/1996,Rook,1,,
95,Joe Ostman\OstmJo00,25,,3,0,259,6-3,Central Michigan,7/12/1995,Rook,0,,$510000
28,Will Parks\ParkWi01,26,,6,3,194,6-1,Arizona,7/29/1994,4,1,Denver Broncos / 6th / 219th pick / 2016,$1000000
71,Jason Peters\PeteJa21,38,LT,8,8,328,6-4,Arkansas,1/22/1982,16,3,,$1050000
66,Ross Pierschbacher\PierRo00,25,,3,0,315,6-4,Alabama,6/5/1995,1,0,Washington Redskins / 5th / 153rd pick / 2019,
69,Matt Pryor\PryoMa00,26,LG,15,10,332,6-7,TCU,12/16/1994,2,4,Philadelphia Eagles / 6th / 206th pick / 2018,$732353
18,Jalen Reagor\ReagJa00,21,WR,11,11,206,5-11,TCU,1/2/1999,Rook,4,Philadelphia Eagles / 1st / 21st pick / 2020,$560588
98,Hassan Ridgeway\RidgHa00,26,,7,0,305,6-3,Texas,11/2/1994,4,1,Indianapolis Colts / 4th / 116th pick / 2016,$910000
50,Duke Riley\RileDu00,26,RLB,13,8,230,6-1,LSU,8/9/1994,3,4,Atlanta Falcons / 3rd / 75th pick / 2017,$825000
48,Elijah Riley\RileEl01,22,,5,0,205,6-0,Army,6/12/1998,Rook,0,,
31,Nickell Robey-Coleman\RobeNi00,28,lcb,15,7,180,5-8,USC,1/17/1992,7,3,,$1050000
85,Richard Rodgers\RodgRi00,28,,14,4,257,6-4,California,1/22/1992,6,2,Green Bay Packers / 3rd / 98th pick / 2014,$910000
26,Miles Sanders\SandMi01,23,RB,12,11,211,5-11,Penn St.,5/1/1997,1,5,Philadelphia Eagles / 2nd / 53rd pick / 2019,$738647
35,Boston Scott\ScotBo02,25,,16,4,203,5-6,Louisiana Tech,4/27/1995,2,3,New Orleans Saints / 6th / 201st pick / 2018,$750000
73,Isaac Seumalo\SeumIs00,27,LG,9,9,303,6-4,Oregon St.,10/29/1993,4,3,Philadelphia Eagles / 3rd / 79th pick / 2016,$910000
41,Kevon Seymour\SeymKe00,27,,2,0,185,6-0,USC,11/30/1993,4,0,Buffalo Bills / 6th / 218th pick / 2016,
49,Alex Singleton\SingAl00,27,LLB,16,11,240,6-2,Montana St.,12/7/1993,1,7,,$675000
24,Darius Slay\SlayDa00,29,RCB,15,14,190,6-0,Mississippi St.,1/1/1991,7,5,Detroit Lions / 2nd / 36th pick / 2013,$1050000
53,Rashad Smith\SmitRa02,23,,2,0,220,6-1,Florida Atlantic,4/20/1997,Rook,0,,
7,Nate Sudfeld\SudfNa00,27,,1,0,227,6-6,Indiana,10/7/1993,3,0,Washington Redskins / 6th / 187th pick / 2016,$1100000
94,Josh Sweat\SweaJo00,23,,14,3,251,6-5,Florida St.,3/29/1997,2,3,Philadelphia Eagles / 4th / 130th pick / 2018,$750000
52,Davion Taylor\TaylDa01,22,,12,1,228,6-0,Colorado,8/5/1998,Rook,1,Philadelphia Eagles / 3rd / 103rd pick / 2020,$610000
56,Casey Toohill\ToohCa00,24,,1,0,250,6-4,Stanford,8/22/1996,Rook,0,Philadelphia Eagles / 7th / 233rd pick / 2020,$610000
64,Brett Toth\TothBr00,24,,6,1,291,6-6,Army,9/1/1996,Rook,1,,$516176
42,K'Von Wallace\WallKV00,23,,15,3,206,5-11,Clemson,7/25/1997,Rook,2,Philadelphia Eagles / 4th / 127th pick / 2020,$610000
72,Prince Tega Wanogho\WanoTe00,23,,1,0,308,0-0,Auburn,11/22/1997,Rook,0,Philadelphia Eagles / 6th / 210th pick / 2020,
84,Greg Ward\WardGr02,25,WR,16,10,190,5-11,Houston,7/12/1995,1,3,,$675000
80,Quez Watkins\WatkQu00,22,,6,0,185,6-0,Southern Miss,6/9/1998,Rook,1,Philadelphia Eagles / 6th / 200th pick / 2020,$560587
11,Carson Wentz\WentCa00,28,QB,12,12,237,6-5,North Dakota St.,12/30/1992,4,4,Philadelphia Eagles / 1st / 2nd pick / 2016,$1383000
61,Raequan Williams\WillRa03,23,,6,0,303,6-4,Michigan St.,2/14/1997,Rook,1,,
41,Trevor Williams\WillTr05,27,,2,0,191,5-11,Penn St.,9/15/1993,4,0,,$802941
83,Caleb Wilson\WilsCa00,24,,5,0,240,6-4,UCLA,7/15/1996,Rook,0,Arizona Cardinals / 7th / 254th pick / 2019,$585000
