No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
50,Tyrell Adams\AdamTy00,28,RILB,16,12,230,6-2,West Georgia,4/11/1992,4,6,,$910000
88,Jordan Akins\AkinJo00,28,te,13,5,243,6-4,Central Florida,4/19/1992,2,3,Houston Texans / 3rd / 98th pick / 2018,$750000
98,Auzoyah Alufohai\AlufAu00,24,,3,0,320,6-4,West Georgia,10/16/1996,Rook,0,,
9,Bryan Anger\AngeBr00,32,,16,0,205,6-3,California,10/6/1988,8,2,Jacksonville Jaguars / 3rd / 70th pick / 2012,$1250000
30,Cornell Armstrong\ArmsCo00,25,,10,0,185,6-0,Southern Miss,9/22/1995,2,1,Miami Dolphins / 6th / 209th pick / 2018,$750000
62,Beau Benzschawel\BenzBe01,25,,1,0,300,6-6,Wisconsin,9/10/1995,1,0,,
90,Ross Blacklock\BlacRo00,22,,15,1,290,6-3,TCU,7/9/1998,Rook,1,Houston Texans / 2nd / 40th pick / 2020,$610000
97,Andrew Brown\BrowAn05,25,,3,0,290,6-3,Virginia,12/30/1995,2,0,Cincinnati Bengals / 5th / 158th pick / 2018,
85,Pharaoh Brown\BrowPh01,26,TE,13,9,258,6-6,Oregon,5/4/1994,3,1,,$705888
14,DeAndre Carter\CartDe02,27,,9,0,190,5-8,Sacramento St.,4/10/1993,2,0,,$750000
43,Anthony Chesley\ChesAn00,24,,3,0,190,6-0,Coastal Carolina,5/31/1996,Rook,0,,
18,Randall Cobb\CobbRa00,30,,10,2,192,5-10,Kentucky,8/22/1990,9,3,Green Bay Packers / 2nd / 64th pick / 2011,$3750000
51,Dylan Cole\ColeDy00,26,,6,0,237,6-0,Missouri State,5/19/1994,3,0,,$2133000
13,Brandin Cooks\CookBr00,27,WR,15,15,183,5-10,Oregon St.,9/25/1993,6,9,New Orleans Saints / 1st / 20th pick / 2014,$8000000
82,Isaiah Coulter\CoulIs00,22,,1,0,198,6-2,Rhode Island,9/18/1998,Rook,0,Houston Texans / 5th / 171st pick / 2020,$523527
16,Keke Coutee\CoutKe00,23,,8,4,180,5-11,Texas Tech,1/14/1997,2,3,Houston Texans / 4th / 103rd pick / 2018,$750000
35,Keion Crossen\CrosKe00,24,,16,4,185,5-10,West. Carolina,4/17/1996,2,2,New England Patriots / 7th / 243rd pick / 2018,$750000
41,Zach Cunningham\CunnZa00,26,LILB,16,16,238,6-3,Vanderbilt,12/2/1994,3,7,Houston Texans / 2nd / 57th pick / 2017,$1074783
92,Brandon Dunn\DunnBr00,28,NT,13,13,310,6-2,Louisville,9/5/1992,6,5,,$2500000
56,Kyle Emanuel\EmanKy00,29,,7,0,250,6-3,North Dakota St.,8/16/1991,5,0,San Diego Chargers / 5th / 153rd pick / 2015,$642353
7,Ka'imi Fairbairn\FairKa01,26,,16,0,183,6-0,UCLA,1/29/1994,3,3,,$4000000
87,Darren Fells\FellDa01,34,TE,16,14,270,6-7,UC Irvine,4/22/1986,7,2,,$2750000
