No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
31,Ameer Abdullah\AbduAm00,27,,16,0,203,5-9,Nebraska,6/13/1993,5,1,Detroit Lions / 2nd / 54th pick / 2015,$910000
66,Abdullah Anderson\AndeAb00,24,,1,0,297,6-3,Bucknell,1/24/1996,1,0,,
5,Dan Bailey\BailDa00,32,,16,0,190,6-0,Oklahoma St.,1/26/1988,9,1,,$1050000
34,Jake Bargas\BargJa00,24,,1,0,250,6-2,North Carolina,11/28/1996,Rook,0,,
55,Anthony Barr\BarrAn00,28,,2,2,255,6-5,UCLA,3/18/1992,6,1,Minnesota Vikings / 1st / 9th pick / 2014,$10000000
12,Chad Beebe\BeebCh00,26,,14,0,183,5-10,Northern Illinois,6/1/1994,2,2,,$750000
23,Mike Boone\BoonMi00,25,,16,0,206,5-10,Cincinnati,7/30/1995,2,0,,$750000
29,Kris Boyd\BoydKr00,24,,10,5,201,5-11,Texas,9/12/1996,1,2,Minnesota Vikings / 7th / 217th pick / 2019,$675000
56,Garrett Bradbury\BradGa00,25,C,16,16,305,6-3,North Carolina St.,6/20/1995,1,8,Minnesota Vikings / 1st / 18th pick / 2019,$1080585
67,Jordan Brailford\BraiJo00,25,,5,0,252,6-3,Oklahoma St.,10/9/1995,Rook,1,Washington Redskins / 7th / 253rd pick / 2019,$430588
85,Dan Chisena\ChisDa00,23,,14,0,202,6-3,Penn St.,2/25/1997,Rook,0,,$610000
72,Ezra Cleveland\ClevEz00,22,RG,13,9,311,6-6,Boise St.,5/8/1998,Rook,5,Minnesota Vikings / 2nd / 58th pick / 2020,$610000
2,Britton Colquitt\ColqBr00,35,,16,0,210,6-3,Tennessee,3/20/1985,10,1,,$1050000
83,Tyler Conklin\ConkTy00,25,,16,2,254,6-3,Central Michigan,7/30/1995,2,2,Minnesota Vikings / 5th / 157th pick / 2018,$750000
57,Ryan Connelly\ConnRy00,25,,14,0,242,6-2,Wisconsin,10/23/1995,1,1,New York Giants / 5th / 143rd pick / 2019,$675000
33,Dalvin Cook*\CookDa01,25,RB,14,14,210,5-10,Florida St.,8/10/1995,3,14,Minnesota Vikings / 2nd / 41st pick / 2017,$825000
8,Kirk Cousins\CousKi00,32,QB,16,16,202,6-3,Michigan St.,8/19/1988,8,14,Washington Redskins / 4th / 102nd pick / 2012,$9500000
58,Austin Cutting\CuttAu00,24,,9,0,245,6-3,Air Force,10/27/1996,1,0,Minnesota Vikings / 7th / 250th pick / 2019,$675000
27,Cameron Dantzler\DantCa00,22,LCB,11,10,188,6-2,Mississippi St.,9/3/1998,Rook,4,Minnesota Vikings / 3rd / 89th pick / 2020,$610000
40,Todd Davis\DaviTo01,28,lb,11,6,230,6-1,Sacramento St.,5/17/1992,6,3,,$926471
42,Andrew DePaola\DePaAn00,33,,7,0,220,6-1,Rutgers,7/28/1987,6,1,,
86,Brandon Dillon\DillBr00,23,,3,0,250,6-5,,4/30/1997,1,0,,
78,Dakota Dozier\DoziDa00,29,LG,16,16,312,6-4,Furman,4/30/1991,6,8,New York Jets / 4th / 137th pick / 2014,$910000
45,Troy Dye\DyexTr00,24,LLB,11,5,231,6-3,Oregon,9/18/1996,Rook,2,Minnesota Vikings / 4th / 132nd pick / 2020,$548235
65,Pat Elflein\ElflPa00,26,,1,1,303,6-3,Ohio St.,7/6/1994,3,1,Minnesota Vikings / 3rd / 70th pick / 2017,$2133000
32,Mark Fields II\FielMa01,24,,2,0,192,5-10,Clemson,10/10/1996,1,0,,$397059
20,Jeff Gladney\GladJe00,24,RCB,16,15,191,5-10,TCU,12/12/1996,Rook,5,Minnesota Vikings / 1st / 31st pick / 2020,$610000
30,C.J. Ham\HamxC.00,27,FB,15,11,235,5-11,Augustana (SD),7/22/1993,3,1,,$900000
38,Harrison Hand\HandHa00,22,,14,1,197,5-11,BaylorTemple,11/12/1998,Rook,1,Minnesota Vikings / 5th / 169th pick / 2020,$610000
41,Anthony Harris\HarrAn01,29,FS,16,16,202,6-1,Virginia,10/9/1991,5,6,,$11441000
36,Tae Hayes\HayeTa00,23,,1,0,188,5-9,Appalachian St.,8/19/1997,1,0,,
87,Hale Hentges\HentHa00,24,,1,0,245,6-4,Alabama,8/19/1996,1,0,,
24,Holton Hill\HillHo00,23,,4,2,196,6-2,Texas,3/28/1997,2,0,,$608827
69,Rashod Hill\HillRa01,28,,16,1,313,6-6,Southern Miss,1/12/1992,4,2,,$910000
90,Jalyn Holmes\HolmJa01,24,LDE,14,9,283,6-5,Ohio St.,1/25/1996,2,4,Minnesota Vikings / 4th / 102nd pick / 2018,$750000
21,Mike Hughes\HughMi00,23,,4,2,189,5-10,North CarolinaCentral Florida,2/11/1997,2,1,Minnesota Vikings / 1st / 30th pick / 2018,$1377044
43,George Iloka\IlokGe00,30,,4,0,225,6-4,Boise St.,3/31/1990,8,0,Cincinnati Bengals / 5th / 167th pick / 2012,$802941
18,Justin Jefferson*\JeffJu00,21,WR,16,14,202,6-1,LSU,6/16/1999,Rook,12,Minnesota Vikings / 1st / 22nd pick / 2020,$610000
94,Jaleel Johnson\JohnJa09,26,RDT,16,16,316,6-3,Iowa,7/12/1994,3,6,Minnesota Vikings / 4th / 109th pick / 2017,$825000
,Olabisi Johnson\JohnOl00,23,,16,3,204,6-0,Colorado St.,3/17/1997,1,2,Minnesota Vikings / 7th / 247th pick / 2019,$675000
61,Brett Jones\JoneBr04,29,,15,2,315,6-2,Regina (Canada),7/29/1991,4,2,,$856471
26,Chris Jones\JoneCh06,25,,8,3,200,6-0,Nebraska,8/13/1995,2,0,,$441176
54,Eric Kendricks\KendEr00,28,MLB,11,11,232,6-0,UCLA,2/29/1992,5,6,Minnesota Vikings / 2nd / 45th pick / 2015,$1150000
48,Blake Lynch\LyncBl00,23,,4,1,225,6-3,Baylor,2/14/1997,Rook,1,,
92,James Lynch\LyncJa00,21,,9,0,289,6-4,Baylor,1/20/1999,Rook,1,Minnesota Vikings / 4th / 130th pick / 2020,$610000
