No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
76,Oday Aboushi\AbouOd00,29,RG,16,8,315,6-5,Virginia,6/5/1991,7,4,New York Jets / 5th / 141st pick / 2013,$1050000
39,Jamal Agnew\AgneJa00,25,,14,2,190,5-10,San Diego,4/3/1995,3,2,Detroit Lions / 5th / 165th pick / 2017,$825000
80,Danny Amendola\AmenDa00,35,wr,14,5,185,5-11,Texas Tech,11/2/1985,11,5,,$1500000
10,David Blough\BlouDa00,25,,1,0,200,6-0,Purdue,7/31/1995,1,0,,$430588
31,Tramaine Brock\BrocTr00,32,,1,0,188,6-0,MinnesotaBelhaven,8/20/1988,10,0,,
62,Evan Brown\BrowEv00,24,,2,0,302,6-2,SMU,9/16/1996,2,0,,
94,Austin Bryant\BryaAu00,24,,6,1,261,6-6,Clemson,11/12/1996,1,1,Detroit Lions / 4th / 117th pick / 2019,$557353
86,Hunter Bryant\BryaHu02,22,,5,0,239,6-2,Washington,8/20/1998,Rook,0,,$461763
53,Jason Cabinda\CabiJa00,24,,16,2,235,6-1,Penn St.,3/17/1996,2,1,,$750000
87,Quintez Cephus\CephQu00,22,,13,2,202,6-1,Wisconsin,4/1/1998,Rook,3,Detroit Lions / 5th / 166th pick / 2020,$610000
27,Justin Coleman\ColeJu01,27,db,11,5,190,5-11,Tennessee,3/27/1993,5,2,,$6950000
58,Jamie Collins\CollJa00,31,RLB,14,14,255,6-3,Southern Miss,10/20/1989,7,5,New England Patriots / 2nd / 52nd pick / 2013,$4000000
65,Tyrell Crosby\CrosTy00,25,RT,12,11,310,6-4,Oregon,9/5/1995,2,5,Detroit Lions / 5th / 153rd pick / 2018,$750000
66,Joe Dahl\DahlJo00,27,,9,4,310,6-4,Washington St.,4/9/1993,4,0,Detroit Lions / 5th / 151st pick / 2016,$1475000
4,Chase Daniel\DaniCh00,34,,4,0,229,6-0,Missouri,10/7/1986,11,1,,$1250000
40,Jarrad Davis\DaviJa01,26,,14,4,245,6-1,Florida,11/16/1994,3,2,Detroit Lions / 1st / 21st pick / 2017,$1960798
68,Taylor Decker\DeckTa00,27,LT,16,16,318,6-7,Ohio St.,8/23/1993,4,8,Detroit Lions / 1st / 16th pick / 2016,$6850000
90,Trey Flowers\FlowTr00,27,LDE,7,5,265,6-2,Arkansas,8/16/1993,5,2,New England Patriots / 4th / 101st pick / 2015,$11125000
38,Mike Ford\FordMi01,25,,9,1,198,6-0,SE Missouri St.,8/4/1995,2,1,,$644120
3,Jack Fox*\FoxxJa01,24,,16,0,224,6-2,Rice,9/1/1996,Rook,3,,$610000
19,Kenny Golladay\GollKe00,27,WR,5,5,214,6-4,Northern Illinois,11/3/1993,3,3,Detroit Lions / 3rd / 96th pick / 2017,$2133000
98,Everson Griffen\GrifEv99,33,,7,2,273,6-3,USC,12/22/1987,10,1,Minnesota Vikings / 4th / 100th pick / 2010,$1764706
17,Marvin Hall\HallMa02,27,wr,11,5,190,5-10,Washington,4/10/1993,3,2,,$825000
93,Da'Shawn Hand\HandDa00,25,,10,1,297,6-3,Alabama,11/14/1995,2,1,Detroit Lions / 4th / 114th pick / 2018,$750000
26,Duron Harmon\HarmDu00,29,FS,16,16,205,6-1,Rutgers,1/24/1991,7,4,New England Patriots / 3rd / 91st pick / 2013,$3500000
25,Will Harris\HarrWi02,25,ss,16,5,207,6-1,Boston Col.,12/19/1995,1,2,Detroit Lions / 3rd / 81st pick / 2019,$675000
75,Frank Herron\HerrFr00,26,,4,0,305,6-4,LSU,7/9/1994,1,0,,$585000
88,T.J. Hockenson*\HockTJ00,23,TE,16,16,247,6-5,Iowa,7/3/1997,1,6,Detroit Lions / 1st / 8th pick / 2019,$675000
64,Albert Huggins\HuggAl01,23,,1,0,305,6-3,Clemson,6/27/1997,1,0,,
73,Jonah Jackson\JackJo03,23,LG,16,16,306,6-3,RutgersOhio St.,2/5/1997,Rook,8,Detroit Lions / 3rd / 75th pick / 2020,$610000
83,Jesse James\JameJe00,26,TE,16,7,250,6-7,Penn St.,6/4/1994,5,1,Pittsburgh Steelers / 5th / 160th pick / 2015,$3800000
33,Kerryon Johnson\JohnKe06,23,,16,2,211,5-11,Auburn,6/30/1997,2,3,Detroit Lions / 2nd / 43rd pick / 2018,$1071245
31,Ty Johnson\JohnTy02,23,,2,0,210,5-10,Maryland,9/17/1997,1,0,Detroit Lions / 6th / 186th pick / 2019,$675000
