No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
93,Tyson Alualu\AluaTy99,29,RDE,14,10,304,6-3,California,5/12/1987,6,6,Jacksonville Jaguars / 1st / 10th pick / 2010,$3000000
21,Prince Amukamara\AmukPr00,27,LCB,14,12,206,6-0,Nebraska,6/6/1989,5,7,New York Giants / 1st / 19th pick / 2011,$5593750
94,Richard Ash\AshxRi00,24,,1,0,320,6-3,MichiganWest. Michigan,8/4/1992,1,0,,$450000
36,Joe Banyard\BanyJo00,28,,1,0,213,5-11,Texas-El Paso,11/12/1988,4,0,,$39706
68,Kelvin Beachum\BeacKe00,27,LT,15,15,308,6-3,SMU,6/8/1989,4,8,Pittsburgh Steelers / 7th / 248th pick / 2012,$5375000
17,Arrelious Benn\BennAr00,28,,15,0,225,6-2,Illinois,9/8/1988,6,1,Tampa Bay Buccaneers / 2nd / 39th pick / 2010,$600000
5,Blake Bortles\BortBl00,24,QB,16,16,236,6-5,Central Florida,4/28/1992,2,10,Jacksonville Jaguars / 1st / 3rd pick / 2014,$5633130
70,Luke Bowanko\BowaLu00,25,,2,0,300,6-6,Virginia,6/13/1991,2,0,Jacksonville Jaguars / 6th / 205th pick / 2014,$623513
59,Arthur Brown\BrowAr00,23,,12,0,250,6-1,Kansas St.,6/1/1993,3,0,Baltimore Ravens / 2nd / 56th pick / 2013,$889668
60,A.J. Cann\CannA.00,25,RG,16,16,325,6-3,South Carolina,10/23/1991,1,9,Jacksonville Jaguars / 3rd / 67th pick / 2015,$785399
22,Aaron Colvin\ColvAa00,25,,10,4,191,6-0,Oklahoma,10/2/1991,2,0,Jacksonville Jaguars / 4th / 114th pick / 2014,$572111
37,Johnathan Cyprien\CyprJo00,26,SS,16,16,211,6-1,Florida International,7/29/1990,3,9,Jacksonville Jaguars / 2nd / 33rd pick / 2013,$1740170
35,Akeem Davis\DaviAk00,27,,2,0,200,6-1,Memphis,12/25/1989,2,0,,$61764
92,Sheldon Day\DayxSh00,22,,16,0,294,6-1,Notre Dame,7/1/1994,Rook,0,Jacksonville Jaguars / 4th / 103rd pick / 2016,$602102
48,Alex Ellis\ElliAl01,23,,6,3,245,6-4,Tennessee,2/10/1993,Rook,0,,$158820
56,Dante Fowler\FowlDa00,22,,16,1,255,6-3,Florida,8/3/1994,Rook,0,Jacksonville Jaguars / 1st / 3rd pick / 2015,$5338694
39,Tashaun Gipson\GipsTa00,26,FS,16,16,212,6-1,Wyoming,8/7/1990,4,9,,$4206250
30,Corey Grant\GranCo00,25,,11,1,203,5-11,Auburn,12/19/1991,1,1,,$526666
27,Dwayne Gratz\GratDw00,26,,3,0,201,5-11,Connecticut,3/8/1990,3,0,Jacksonville Jaguars / 3rd / 64th pick / 2013,$1845394
13,Rashad Greene\GreeRa00,24,,8,0,186,5-11,Florida St.,9/23/1992,1,0,Jacksonville Jaguars / 5th / 139th pick / 2015,$585953
7,Chad Henne\HennCh01,31,,1,0,222,6-3,Michigan,7/2/1985,8,0,Miami Dolphins / 2nd / 57th pick / 2008,$4750000
34,Bronson Hill\HillBr01,23,,3,0,221,5-11,East. Michigan,1/2/1993,Rook,0,,$105880
