No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
58,Kwon Alexander\AlexKw00,26,LLB,7,7,227,6-1,LSU,8/3/1994,5,4,Tampa Bay Buccaneers / 4th / 124th pick / 2015,$516878
47,Alex Anzalone\AnzaAl00,26,MLB,16,9,241,6-3,Florida,9/22/1994,3,5,New Orleans Saints / 3rd / 76th pick / 2017,$809000
72,Terron Armstead *\ArmsTe00,29,LT,14,14,304,6-5,Ark-Pine Bluff,7/23/1991,7,9,New Orleans Saints / 3rd / 75th pick / 2013,$1050000
53,Zack Baun\BaunZa00,24,,15,3,238,6-2,Wisconsin,12/30/1996,Rook,2,New Orleans Saints / 3rd / 74th pick / 2020,$610000
9,Drew Brees\BreeDr00,41,QB,12,12,209,6-0,Purdue,1/15/1979,19,9,San Diego Chargers / 2nd / 32nd pick / 2001,$2000000
90,Malcom Brown\BrowMa01,26,RDT,13,13,320,6-2,Texas,2/2/1994,5,6,New England Patriots / 1st / 32nd pick / 2015,$4100000
32,Michael Burton\BurtMi00,28,FB,15,4,240,6-0,Rutgers,2/1/1992,5,0,Detroit Lions / 5th / 168th pick / 2015,$910000
12,Marquez Callaway\CallMa01,22,,11,3,204,6-2,Tennessee,3/27/1998,Rook,2,,$610000
80,Austin Carr\CarrAu00,27,,6,0,195,6-1,Northwestern,12/25/1993,3,0,,
64,Will Clapp\ClapWi00,25,,8,0,311,6-5,LSU,12/10/1995,2,0,New Orleans Saints / 7th / 245th pick / 2018,$109200
87,Jared Cook\CookJa02,33,TE,15,5,254,6-5,South Carolina,4/7/1987,11,5,Tennessee Titans / 3rd / 89th pick / 2009,$7000000
25,Ken Crawley\CrawKe02,27,,6,0,180,6-1,Colorado,2/8/1993,4,1,,$695882
92,Marcus Davenport\DaveMa00,24,,11,1,265,6-6,Texas-San Antonio,9/4/1996,2,2,New Orleans Saints / 1st / 14th pick / 2018,$1729263
56,Demario Davis\DaviDe00,31,MLB,16,16,248,6-2,Arkansas St.,1/11/1989,8,15,New York Jets / 3rd / 77th pick / 2012,$1050000
50,Andrew Dowell\DoweAn00,24,,1,0,225,6-1,Michigan St.,11/16/1996,Rook,0,,
62,Nick Easton\EastNi00,28,RG,12,9,303,6-3,Harvard,6/16/1992,4,5,,$4500000
55,Kaden Elliss\ElliKa00,25,,15,0,240,6-3,Idaho,7/10/1995,1,1,New Orleans Saints / 7th / 244th pick / 2019,$675000
16,Bennie Fowler\FowlBe00,29,,5,0,212,6-1,Michigan St.,6/10/1991,6,0,,$802941
22,Chauncey Gardner-Johnson\GardCh00,23,DB,15,13,210,5-11,Florida,12/20/1997,1,4,New Orleans Saints / 4th / 105th pick / 2019,$675000
95,Ryan Glasgow\GlasRy00,27,,2,0,300,6-3,Michigan,9/30/1993,3,0,Cincinnati Bengals / 4th / 138th pick / 2017,
96,Carl Granderson\GranCa01,24,,15,0,261,6-5,Wyoming,12/18/1996,1,2,,$675000
48,J.T. Gray\GrayJ.00,24,,16,0,202,6-0,Mississippi St.,1/18/1996,2,1,,$750000
73,Ethan Greenidge\GreeEt00,23,,15,0,335,6-4,Villanova,9/10/1997,1,1,,$675000
45,Garrett Griffin\GrifGa00,26,,4,3,240,6-4,Air Force,3/4/1994,3,0,,$660000
30,Grant Haley\HaleGr00,24,,1,0,190,5-9,Penn St.,1/6/1996,2,0,,
,Chase Hansen\HansCh02,27,,2,0,222,6-3,Utah,5/20/1993,Rook,0,,$469118
34,Justin Hardee\HardJu01,26,,10,0,200,6-1,Illinois,2/7/1994,3,1,,$1135000
11,Deonte Harris\HarrDe07,23,,9,2,170,5-6,Assumption,12/4/1997,1,2,,$675000
91,Trey Hendrickson\HendTr00,26,RDE,15,15,270,6-4,Florida Atlantic,12/5/1994,3,9,New Orleans Saints / 3rd / 103rd pick / 2017,$825000
89,Josh Hill\HillJo02,30,te,14,7,250,6-5,Idaho St.,5/21/1990,7,0,,$1785000
7,Taysom Hill\HillTa00,30,WR,16,8,221,6-2,BYU,8/23/1990,3,7,,$841000
84,Lil'Jordan Humphrey\HumpLi01,22,,3,1,225,6-4,Texas,4/19/1998,1,0,,$585000
95,Margus Hunt\HuntMa00,33,,4,0,295,6-8,SMU,7/14/1987,7,0,Cincinnati Bengals / 2nd / 53rd pick / 2013,$926471
74,James Hurst\HursJa00,29,t,12,5,310,6-5,North Carolina,12/17/1991,6,4,,$695882
20,Janoris Jenkins\JenkJa03,32,LCB,13,13,190,5-10,North AlabamaFlorida,10/29/1988,8,5,St. Louis Rams / 2nd / 39th pick / 2012,$1050000
27,Malcolm Jenkins\JenkMa99,33,SS,16,16,204,6-0,Ohio St.,12/20/1987,11,6,New Orleans Saints / 1st / 14th pick / 2009,$1050000
83,Juwan Johnson\JohnJu02,24,,7,4,231,6-4,Oregon,9/13/1996,Rook,0,,
37,Tony Jones\JoneTo04,23,,1,1,225,5-11,Notre Dame,11/24/1997,Rook,0,,
94,Cameron Jordan*\JordCa00,31,LDE,16,16,287,6-4,California,7/10/1989,9,12,New Orleans Saints / 1st / 24th pick / 2011,$2250000
41,Alvin Kamara*\KamaAl00,25,RB,15,10,215,5-10,Hutchinson (KS)Tennessee,7/25/1995,3,13,New Orleans Saints / 3rd / 67th pick / 2017,$833000
68,Derrick Kelly\KellDe01,25,,6,0,320,6-5,Florida St.,8/23/1995,Rook,0,,$610000
23,Marshon Lattimore*\LattMa01,24,RCB,14,14,192,6-0,Ohio St.,5/20/1996,3,7,New Orleans Saints / 1st / 11th pick / 2017,$2559486
14,Tommylee Lewis\LewiTo00,28,,5,0,168,5-7,Northern Illinois,10/24/1992,4,0,,
3,Wil Lutz\LutzWi00,26,,16,0,184,5-11,Georgia St.,7/7/1994,4,3,,$3100000
78,Erik McCoy\McCoEr01,23,C,16,16,314,6-4,Texas A&M,8/27/1997,1,8,New Orleans Saints / 2nd / 48th pick / 2019,$771261
88,Ty Montgomery\MontTy01,27,,6,1,216,6-0,Stanford,1/22/1993,5,1,Green Bay Packers / 3rd / 94th pick / 2015,$910000
6,Thomas Morstead\MorsTh00,34,,16,0,235,6-4,SMU,3/8/1986,11,1,New Orleans Saints / 5th / 164th pick / 2009,$2950000
28,Latavius Murray\MurrLa00,30,ss,15,7,230,6-3,Central Florida,1/18/1990,7,8,Oakland Raiders / 6th / 181st pick / 2013,$2800000
93,David Onyemata\OnyeDa00,28,LDT,15,15,300,6-4,Manitoba,11/13/1992,4,9,New Orleans Saints / 4th / 120th pick / 2016,$1000000
75,Andrus Peat*\PeatAn00,27,LG,13,13,316,6-7,Stanford,11/4/1993,5,8,New Orleans Saints / 1st / 13th pick / 2015,$1000000
71,Ryan Ramczyk\RamcRy00,26,RT,16,16,314,6-6,Wisconsin,4/22/1994,3,13,New Orleans Saints / 1st / 32nd pick / 2017,$1677485
98,Sheldon Rankins\RankSh00,26,,12,1,305,6-2,Louisville,4/2/1994,4,2,New Orleans Saints / 1st / 12th pick / 2016,$1690000
97,Malcolm Roach\RoacMa01,22,,9,0,290,6-3,Texas,6/9/1998,Rook,1,,
52,Craig Robertson\RobeCr00,32,,16,0,234,6-1,North Texas,2/11/1988,9,1,,$1700000
21,Patrick Robinson\RobiPa99,33,,12,4,191,5-11,Florida St.,9/7/1987,10,2,New Orleans Saints / 1st / 32nd pick / 2010,$1870000
51,Cesar Ruiz\RuizCe00,21,RG,15,9,307,6-3,Michigan,6/14/1999,Rook,5,New Orleans Saints / 1st / 24th pick / 2020,$610000
