No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
93,Jonathan Allen\AlleJo01,24,LDE,15,15,300,6-3,Alabama,1/16/1995,2,7,Washington Redskins / 1st / 17th pick / 2017,$1519216
52,Ryan Anderson\AndeRy00,25,,16,4,255,6-2,Alabama,8/12/1994,2,3,Washington Redskins / 2nd / 49th pick / 2017,$949066
30,Troy Apke\ApkeTr00,24,,15,2,205,6-1,Penn St.,4/11/1995,1,1,Washington Redskins / 4th / 109th pick / 2018,$570000
92,Ryan Bee\BeexRy00,24,,1,0,280,6-7,Marshall,11/12/1995,Rook,0,,
66,Tony Bergstrom\BergTo00,33,g,16,6,310,6-5,Utah,8/8/1986,7,3,Oakland Raiders / 3rd / 95th pick / 2012,$805000
48,Breon Borders\BordBr00,24,,1,0,189,6-0,Duke,7/22/1995,2,0,,
53,Jonathan Bostic\BostJo00,28,RILB,16,16,245,6-1,Florida,5/5/1991,6,6,Chicago Bears / 2nd / 50th pick / 2013,$805000
99,Caleb Brantley\BranCa00,25,,1,0,305,6-2,Florida,9/2/1994,2,0,Cleveland Browns / 6th / 185th pick / 2017,$645000
45,Michael Burton\BurtMi00,27,,10,2,240,6-0,Rutgers,2/1/1992,4,0,Detroit Lions / 5th / 168th pick / 2015,
74,Geron Christian\ChriGe01,23,,16,2,315,6-6,Louisville,9/10/1996,1,2,Washington Redskins / 3rd / 74th pick / 2018,$647000
20,Landon Collins\CollLa00,25,SS,15,15,218,6-0,Alabama,1/10/1994,4,5,New York Giants / 2nd / 33rd pick / 2015,$1000000
47,Aaron Colvin\ColvAa00,28,,6,2,191,6-0,Oklahoma,10/2/1991,5,1,Jacksonville Jaguars / 4th / 114th pick / 2014,
83,Jerome Cunningham\CunnJe00,28,,2,1,254,6-4,Southern Connecticut St.,5/25/1991,5,0,,
,Robert Davis\DaviRo00,24,,3,1,210,6-3,Georgia St.,4/2/1995,2,0,Washington Redskins / 6th / 209th pick / 2017,$570000
85,Vernon Davis\DaviVe00,35,,4,1,248,6-3,Maryland,1/31/1984,13,1,San Francisco 49ers / 1st / 6th pick / 2006,$4750000
41,Dee Delaney\DelaDe00,24,,1,0,200,5-11,The CitadelMiami (FL),2/20/1995,1,0,,
23,Quinton Dunbar\DunbQu00,27,CB,11,11,202,6-2,Florida,7/22/1992,4,4,,$3000000
22,Deshazor Everett\EverDe01,27,,7,0,203,6-0,Texas A&M,2/22/1992,4,0,,$1225000
36,Josh Ferguson\FergJo02,26,,2,0,205,5-10,Illinois,5/23/1993,3,0,,
77,Ereck Flowers\FlowEr00,25,G,16,16,330,6-6,Miami (FL),4/25/1994,4,6,New York Giants / 1st / 9th pick / 2015,$2000000
29,Derrius Guice\GuicDe00,22,,5,1,225,5-11,LSU,6/21/1997,1,2,Washington Redskins / 2nd / 59th pick / 2018,$686452
51,Shaun Dion Hamilton\DionSh00,24,,16,0,235,6-0,Alabama,9/11/1995,1,2,Washington Redskins / 6th / 197th pick / 2018,$570000
13,Kelvin Harmon\HarmKe00,23,WR,16,8,215,6-2,North Carolina St.,12/15/1996,Rook,3,Washington Redskins / 6th / 206th pick / 2019,$495000
40,Josh Harvey-Clemons\HarvJo01,25,,9,0,245,6-4,Louisville,2/20/1994,2,1,Washington Redskins / 7th / 230th pick / 2017,$645000
7,Dwayne Haskins\HaskDw00,22,qb,9,7,230,6-4,Ohio St.,5/3/1997,Rook,3,Washington Redskins / 1st / 15th pick / 2019,$495000
88,Hale Hentges\HentHa00,23,,11,4,245,6-4,Alabama,8/19/1996,Rook,1,,
96,Treyvon Hester\HestTr00,27,,15,0,304,6-2,Toledo,9/21/1992,2,1,Oakland Raiders / 7th / 244th pick / 2017,
55,Cole Holcomb\HolcCo00,23,LILB,16,15,240,6-1,North Carolina,7/30/1996,Rook,6,Washington Redskins / 5th / 173rd pick / 2019,$495000
82,J.P. Holtz\HoltJ.01,26,,1,0,240,6-3,Pittsburgh,8/28/1993,1,0,,$495000
3,Dustin Hopkins\HopkDu00,29,,16,0,205,6-2,Florida St.,10/1/1990,6,3,Buffalo Bills / 6th / 177th pick / 2013,$2275000
98,Matthew Ioannidis\IoanMa01,25,RDE,16,15,310,6-3,Temple,1/11/1994,3,7,Washington Redskins / 5th / 152nd pick / 2016,$2025000
41,Danny Johnson\JohnDa09,24,,2,2,190,5-9,Southern,11/17/1995,1,1,,$570000
8,Case Keenum\KeenCa00,31,QB,10,8,215,6-1,Houston,2/17/1988,7,4,,$3500000
91,Ryan Kerrigan\KerrRy00,31,ROLB,12,12,265,6-4,Purdue,8/16/1988,8,5,Washington Redskins / 1st / 16th pick / 2011,$10500000
84,Darvin Kidsy\KidsDa00,24,,3,0,180,6-0,Texas Southern,3/19/1995,1,0,,$495000
32,Kenny Ladler\LadlKe00,27,,1,0,200,6-1,Vanderbilt,6/23/1992,5,0,,
67,Wes Martin\MartWe00,23,rg,9,5,315,6-3,Indiana,5/9/1996,Rook,2,Washington Redskins / 4th / 131st pick / 2019,$495000
12,Colt McCoy\McCoCo00,33,,1,1,212,6-1,Texas,9/5/1986,9,0,Cleveland Browns / 3rd / 85th pick / 2010,$3000000
58,Cassanova McKinzy\McKiCa01,27,,3,0,252,6-3,Auburn,11/17/1992,1,0,,$570000
17,Terry McLaurin\McLaTe00,24,WR,14,14,210,6-0,Ohio St.,9/15/1995,Rook,7,Washington Redskins / 3rd / 76th pick / 2019,$495000
31,Fabian Moreau\MoreFa00,25,db,12,7,204,6-0,UCLA,4/9/1994,2,3,Washington Redskins / 3rd / 81st pick / 2017,$684000
32,Jimmy Moreland\MoreJi00,24,rcb,14,5,182,5-11,James Madison,8/26/1995,Rook,2,Washington Redskins / 7th / 227th pick / 2019,$495000
76,Morgan Moses\MoseMo00,28,RT,16,16,330,6-6,Virginia,3/3/1991,5,7,Washington Redskins / 3rd / 66th pick / 2014,$4750000
35,Montae Nicholson\NichMo00,24,FS,13,13,212,6-2,Michigan St.,12/4/1995,2,5,Washington Redskins / 4th / 123rd pick / 2017,$645000
24,Josh Norman\NormJo01,32,CB,12,8,200,6-0,Coastal Carolina,12/15/1987,7,3,Carolina Panthers / 5th / 143rd pick / 2012,$11000000
50,Chris Odom\OdomCh00,25,,4,0,262,6-4,Arkansas St.,9/16/1994,2,0,,
54,Nate Orchard\OrchNa00,26,,5,0,251,6-3,Utah,1/5/1993,4,1,Cleveland Browns / 2nd / 51st pick / 2015,
61,Timon Parris\ParrTi00,24,,3,0,315,6-6,Stony Brook,9/11/1995,1,0,,$495000
94,Daron Payne\PaynDa00,22,NT,15,9,320,6-3,Alabama,5/27/1997,1,4,Washington Redskins / 1st / 13th pick / 2018,$1135380
72,Donald Penn\PennDo20,36,LT,16,15,315,6-4,Utah St.,4/27/1983,12,6,,$1030000
26,Adrian Peterson\PeteAd01,34,RB,15,15,220,6-1,Oklahoma,3/21/1985,12,6,Minnesota Vikings / 1st / 7th pick / 2007,$1030000
58,Carroll Phillips\PhilCa00,27,,1,0,242,6-3,Illinois,9/2/1992,2,0,,
64,Ross Pierschbacher\PierRo00,24,,5,0,315,6-4,Alabama,6/5/1995,Rook,0,Washington Redskins / 5th / 153rd pick / 2019,$495000
18,Trey Quinn\QuinTr00,24,wr,12,6,200,6-0,SMU,12/7/1995,1,1,Washington Redskins / 7th / 256th pick / 2018,$570000
39,Jeremy Reaves\ReavJe00,23,,9,3,205,5-11,South Alabama,8/29/1996,1,1,,$495000
48,Craig Reynolds\ReynCr00,23,,3,0,215,5-11,Kutztown (PA),6/15/1996,Rook,0,,
10,Paul Richardson\RichPa01,27,WR,10,6,180,6-0,Colorado,4/13/1992,5,2,Seattle Seahawks / 2nd / 45th pick / 2014,$5000000
45,Dominique Rodgers-Cromartie\RodgDo99,33,,2,1,205,6-2,Tennessee St.,4/7/1986,11,0,Arizona Cardinals / 1st / 16th pick / 2008,$1030000
73,Chase Roullier\RoulCh00,26,C,14,14,312,6-4,Wyoming,8/23/1993,2,5,Washington Redskins / 6th / 199th pick / 2017,$645000
75,Brandon Scherff*\ScheBr00,28,RG,11,11,315,6-5,Iowa,12/26/1991,4,5,Washington Redskins / 1st / 5th pick / 2015,$12525000
37,Coty Sensabaugh\SensCo00,31,,2,2,187,5-11,Clemson,11/15/1988,7,1,Tennessee Titans / 4th / 115th pick / 2012,
97,Tim Settle\SettTi00,22,,15,1,308,6-3,Virginia Tech,7/11/1997,1,2,Washington Redskins / 5th / 163rd pick / 2018,$570000
89,Cam Sims\SimsCa00,23,,7,1,215,6-5,Alabama,1/6/1996,1,0,,$495000
15,Steven Sims\SimsSt00,22,,16,2,176,5-10,Kansas,3/31/1997,Rook,4,,$495000
34,Wendell Smallwood\SmalWe00,25,,15,0,208,5-10,West Virginia,1/20/1994,3,1,Philadelphia Eagles / 5th / 153rd pick / 2016,
46,Maurice Smith\SmitMa04,24,,2,1,194,6-0,Georgia,6/14/1995,2,0,,
54,Noah Spence\SpenNo00,25,,7,0,251,6-2,Ohio St.East. Kentucky,1/8/1994,3,0,Tampa Bay Buccaneers / 2nd / 39th pick / 2016,
87,Jeremy Sprinkle\SpriJe00,25,TE,16,13,255,6-5,Arkansas,8/10/1994,2,2,Washington Redskins / 5th / 154th pick / 2017,$645000
37,Greg Stroman\StroGr00,23,,1,0,182,6-0,Virginia Tech,3/8/1996,1,0,Washington Redskins / 7th / 241st pick / 2018,$570000
57,Nick Sundberg\SundNi00,32,,16,0,254,6-1,California,7/29/1987,9,1,,$930000
90,Montez Sweat\SweaMo00,23,LOLB,16,16,262,6-6,Mississippi St.,9/4/1996,Rook,6,Washington Redskins / 1st / 26th pick / 2019,$495000
38,Simeon Thomas\ThomSi00,26,,12,0,197,6-3,Louisiana,9/22/1993,1,1,Cleveland Browns / 6th / 188th pick / 2018,
25,Chris Thompson\ThomCh03,29,,11,0,195,5-8,Florida St.,10/20/1990,6,4,Washington Redskins / 5th / 154th pick / 2013,$2750000
50,Tanner Vallejo\VallTa00,25,,9,0,230,6-1,Boise St.,12/16/1994,2,1,Buffalo Bills / 6th / 195th pick / 2017,
5,Tress Way*\WayxTr00,29,,16,0,220,6-1,Oklahoma,4/18/1990,5,4,,$1500000
19,Jester Weah\WeahJe01,24,,1,0,209,6-3,Pittsburgh,2/7/1995,Rook,0,,
38,Kayvon Webster\WebsKa00,28,,2,1,190,5-11,South Florida,2/1/1991,6,0,Denver Broncos / 3rd / 90th pick / 2013,
