No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
11,Brandon Aiyuk\AiyuBr00,22,WR,12,11,205,6-0,Arizona St.,3/17/1998,Rook,6,San Francisco 49ers / 1st / 25th pick / 2020,$610000
51,Azeez Al-Shaair\AlShAz00,23,LLB,16,5,228,6-2,Florida Atlantic,8/4/1997,1,4,,$675000
56,Kwon Alexander\AlexKw00,26,llb,5,5,227,6-1,LSU,8/3/1994,5,3,Tampa Bay Buccaneers / 4th / 124th pick / 2015,$976325
48,Brian Allen\AlleBr01,27,,1,1,215,6-3,Utah,10/21/1993,3,0,Pittsburgh Steelers / 5th / 173rd pick / 2017,
94,Ezekiel Ansah\AnsaEz00,31,,2,0,275,6-5,BYU,5/29/1989,7,0,Detroit Lions / 1st / 5th pick / 2013,$1250000
91,Arik Armstead\ArmsAr01,27,LDE,16,16,292,6-7,Oregon,11/15/1993,5,9,San Francisco 49ers / 1st / 17th pick / 2015,$2500000
64,Alex Barrett\BarrAl00,26,,7,0,250,6-2,San Diego St.,3/6/1994,3,1,,$466466
3,C.J. Beathard\BeatC.00,27,,6,2,215,6-2,Iowa,11/16/1993,3,2,San Francisco 49ers / 3rd / 104th pick / 2017,$946179
62,Tony Bergstrom\BergTo00,34,,4,0,310,6-5,Utah,8/8/1986,8,0,Oakland Raiders / 3rd / 95th pick / 2012,
47,Briean Boddy-Calhoun\BoddBr01,27,,1,0,193,5-9,Minnesota,1/21/1993,4,0,,
97,Nick Bosa\BosaNi00,23,,2,2,266,6-4,Ohio St.,10/23/1997,1,1,San Francisco 49ers / 1st / 2nd pick / 2019,$454412
84,Kendrick Bourne\BourKe00,25,wr,15,5,203,6-1,East. Washington,8/4/1995,3,5,,$3259000
60,Daniel Brunskill\BrunDa00,26,RG,16,16,260,6-5,San Diego St.,1/27/1994,2,7,,$675000
77,Josiah Coatney\CoatJo01,24,,1,0,325,6-4,Mississippi,1/4/1996,Rook,0,,
17,Matt Cole\ColeMa03,24,,1,0,200,5-10,McKendree,11/7/1996,Rook,0,,
26,Tevin Coleman\ColeTe01,27,,8,1,210,6-1,Indiana,4/16/1993,5,1,Atlanta Falcons / 3rd / 73rd pick / 2015,$4550000
66,Tom Compton\CompTo00,31,,7,3,315,6-6,South Dakota,5/10/1989,8,2,Washington Redskins / 6th / 193rd pick / 2012,$1050000
86,River Cracraft\CracRi00,26,,9,1,198,6-0,Washington St.,11/1/1994,2,0,,$317647
32,Johnathan Cyprien\CyprJo00,30,,4,0,211,6-1,Florida International,7/29/1990,7,0,Jacksonville Jaguars / 2nd / 33rd pick / 2013,$428235
65,Darrion Daniels\DaniDa04,23,,4,0,325,6-4,Nebraska,12/4/1997,Rook,0,,
82,Ross Dwelley\DwelRo00,25,TE,16,9,240,6-5,San Diego,1/26/1995,2,2,,$750000
45,Demetrius Flannigan-Fowles\FlanDe00,24,,11,1,209,6-2,Arizona,9/4/1996,Rook,1,,$610000
55,Dee Ford\FordDe00,29,,1,0,252,6-2,Auburn,3/19/1991,6,0,Kansas City Chiefs / 1st / 23rd pick / 2014,$910000
63,Ben Garland\GarlBe00,32,C,5,5,308,6-5,Air Force,4/6/1988,9,2,,$1750000
10,Jimmy Garoppolo\GaroJi00,29,qb,6,6,225,6-2,Eastern Illinois,11/2/1991,6,3,New England Patriots / 2nd / 62nd pick / 2014,$23800000
90,Kevin Givens\GiveKe01,23,,13,1,285,6-1,Penn St.,3/1/1997,1,2,,$610000
9,Robbie Gould\gouldrob01,38,,15,0,190,6-0,Penn St.,12/6/1982,15,3,,$4350000
50,Hroniss Grasu\GrasHr00,29,,9,3,301,6-3,Oregon,8/12/1991,5,2,Chicago Bears / 3rd / 71st pick / 2015,$802941
57,Dre Greenlaw\GreeDr00,23,RLB,13,11,227,6-2,Arkansas,5/27/1997,1,7,San Francisco 49ers / 5th / 148th pick / 2019,$675000
36,Marcell Harris\HarrMa03,26,,16,4,208,6-0,Florida,6/9/1994,2,3,San Francisco 49ers / 6th / 184th pick / 2018,$750000
35,Tim Harris\HarrTi01,25,,2,0,197,6-2,Virginia,7/31/1995,Rook,0,San Francisco 49ers / 6th / 198th pick / 2019,$510000
