No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
49,Sam Acho\AchoSa00,28,lolb,16,6,259,6-3,Texas,9/6/1988,5,4,Arizona Cardinals / 4th / 103rd pick / 2011,$680000
76,Mike Adams\AdamMi02,26,,12,1,323,6-7,Ohio St.,3/10/1990,4,0,Pittsburgh Steelers / 2nd / 56th pick / 2012,$600000
45,Bralon Addison\AddiBr01,23,,2,0,197,5-9,Oregon,10/12/1993,Rook,0,,$52940
38,Adrian Amos\AmosAd00,23,FS,15,14,214,6-0,Penn St.,4/29/1993,1,6,Chicago Bears / 5th / 142nd pick / 2015,$583070
58,Jonathan Anderson\AndeJo01,25,,8,0,237,6-1,TCU,10/27/1991,1,0,,$525000
35,Johnthan Banks\BankJo00,27,,2,2,185,6-2,Mississippi St.,10/3/1989,3,0,Tampa Bay Buccaneers / 2nd / 43rd pick / 2013,$849498
12,Matt Barkley\BarkMa00,26,QB,7,6,234,6-2,USC,9/8/1990,3,1,Philadelphia Eagles / 4th / 98th pick / 2013,$529411
4,Connor Barth\barthco01,30,,16,0,193,5-11,North Carolina,4/11/1986,8,2,,$600000
20,De'Vante Bausby\BausDe00,23,,4,0,190,6-2,Pittsburg St.,1/15/1993,Rook,0,,$450000
43,Joique Bell\BellJo01,30,,4,0,220,5-11,Wayne State (MI),8/4/1986,6,0,,$625882
11,Josh Bellamy\BellJo02,27,,16,2,208,6-0,Louisville,5/18/1989,4,2,,$600000
84,Ben Braunecker\BrauBe00,22,,13,2,247,6-3,Harvard,2/7/1994,Rook,0,,$370580
83,Daniel Braverman\BravDa00,23,,3,0,185,5-10,West. Michigan,9/28/1993,Rook,0,Chicago Bears / 7th / 230th pick / 2016,$132350
85,Daniel Brown\BrowDa04,24,,6,3,247,6-5,James Madison,5/26/1992,1,1,,$401466
74,Jonathan Bullard\BullJo00,23,,14,1,296,6-3,Florida,10/22/1993,Rook,0,Chicago Bears / 3rd / 72nd pick / 2016,$656630
26,Deon Bush\BushDe00,23,ss,11,6,200,6-0,Miami (FL),8/14/1993,Rook,3,Chicago Bears / 4th / 124th pick / 2016,$581554
37,Bryce Callahan\CallBr00,25,DB,11,10,188,5-9,Rice,10/23/1991,1,4,,$525000
25,Ka'Deem Carey\CareKa00,24,,12,0,207,5-9,Arizona,10/30/1992,2,1,Chicago Bears / 4th / 117th pick / 2014,$710845
6,Jay Cutler\CutlJa00,33,qb,5,5,231,6-3,Vanderbilt,4/29/1983,10,2,Denver Broncos / 1st / 11th pick / 2006,$17000000
60,Cornelius Edison\EdisCo00,23,,6,0,312,6-3,Portland St.,7/10/1993,Rook,0,,$450000
9,David Fales\FaleDa00,26,,1,0,210,6-2,San Jose St.,10/4/1990,2,0,Chicago Bears / 6th / 183rd pick / 2014,$211764
94,Leonard Floyd\FloyLe00,24,LOLB,12,12,240,6-5,Georgia,9/8/1992,Rook,7,Chicago Bears / 1st / 9th pick / 2016,$2869611
50,Jerrell Freeman\FreeJe00,30,LILB,12,12,235,6-0,Mary Hardin-Baylor,5/1/1986,4,7,,$4000000
39,Jacoby Glenn\GlenJa01,23,,7,3,180,6-0,Central Florida,8/4/1993,1,0,,$525000
91,Eddie Goldman\GoldEd00,22,nt,6,5,318,6-3,Florida St.,1/6/1994,1,3,Chicago Bears / 2nd / 39th pick / 2015,$1292344
32,Deiondre' Hall\HallDe02,22,,8,0,206,6-2,Northern Iowa,5/31/1994,Rook,0,Chicago Bears / 4th / 127th pick / 2016,$577722
