No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
33,Jamal Adams*\AdamJa00,25,SS,12,12,213,6-1,LSU,10/17/1995,3,8,New York Jets / 1st / 6th pick / 2017,$825000
28,Ugo Amadi\AmadUg00,23,DB,14,5,201,5-9,Oregon,5/16/1997,1,2,Seattle Seahawks / 4th / 132nd pick / 2019,$675000
52,Ray-Ray Armstrong\ArmsRa01,29,,2,0,220,6-3,Miami (FL),3/5/1991,7,0,,
57,Cody Barton\BartCo00,24,,16,2,237,6-2,Utah,11/13/1996,1,2,Seattle Seahawks / 3rd / 88th pick / 2019,$675000
44,Nick Bellore*\BellNi01,31,,16,0,250,6-1,Central Michigan,5/12/1989,9,0,,$1050000
27,Marquise Blair\BlaiMa01,23,,2,0,196,6-1,Utah,7/18/1997,1,0,Seattle Seahawks / 2nd / 47th pick / 2019,$778484
78,Alex Boone\BoonAl21,33,,1,0,330,6-7,Ohio St.,5/4/1987,10,0,,
56,Jordyn Brooks\BrooJo01,23,lb,14,6,240,6-0,Texas Tech,10/21/1997,Rook,3,Seattle Seahawks / 1st / 27th pick / 2020,$610000
76,Duane Brown\BrowDu20,35,LT,16,16,315,6-4,Virginia Tech,8/30/1985,12,9,Houston Texans / 1st / 26th pick / 2008,$8750000
93,Jonathan Bullard\BullJo00,27,,6,0,296,6-3,Florida,10/22/1993,4,0,Chicago Bears / 3rd / 72nd pick / 2016,$695882
55,Ben Burr-Kirven\BurrBe00,23,,16,0,230,6-0,Washington,9/8/1997,1,1,Seattle Seahawks / 5th / 142nd pick / 2019,$675000
32,Chris Carson\CarsCh00,26,RB,12,12,222,5-11,Oklahoma St.,9/16/1994,3,8,Seattle Seahawks / 7th / 249th pick / 2017,$2133000
91,L.J. Collier\CollLJ00,25,DE,16,16,291,6-2,TCU,9/12/1995,1,7,Seattle Seahawks / 1st / 29th pick / 2019,$987549
41,Alex Collins\CollAl00,26,,3,1,208,5-10,Arkansas,8/26/1994,4,1,Seattle Seahawks / 5th / 171st pick / 2016,
31,DeeJay Dallas\DallDe00,22,,12,2,217,5-10,Miami (FL),9/16/1998,Rook,2,Seattle Seahawks / 4th / 144th pick / 2020,$610000
4,Michael Dickson\DickMi00,24,,16,0,208,6-2,Texas,1/4/1996,2,3,Seattle Seahawks / 5th / 149th pick / 2018,$750000
37,Quandre Diggs*\DiggQu00,27,FS,16,16,197,5-9,Texas,1/22/1993,5,8,Detroit Lions / 6th / 200th pick / 2015,$5000000
89,Will Dissly\DissWi00,24,TE,16,12,265,6-4,Washington,7/8/1996,2,2,Seattle Seahawks / 4th / 120th pick / 2018,$750000
22,Quinton Dunbar\DunbQu00,28,rcb,6,6,202,6-2,Florida,7/22/1992,5,2,,$3250000
43,Carlos Dunlap\DunlCa99,31,lolb,8,6,285,6-6,Florida,2/28/1989,10,3,Cincinnati Bengals / 2nd / 54th pick / 2010,$2000000
67,B.J. Finney\FinnB.01,29,,6,0,318,6-4,Kansas St.,10/26/1991,4,1,,$2500000
21,Tre Flowers\FlowTr01,25,rcb,12,7,203,6-3,Oklahoma St.,6/2/1995,2,3,Seattle Seahawks / 5th / 146th pick / 2018,$750000
97,Poona Ford\FordPo00,25,NT,16,16,310,5-11,Texas,11/19/1995,2,7,,$750000
61,Kyle Fuller\FullKy01,26,,9,1,320,6-5,Baylor,3/4/1994,3,1,Houston Texans / 7th / 243rd pick / 2017,$661770
