No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
80,Alex Bachman\BachAl00,24,,1,0,190,6-0,,5/29/1996,Rook,0,,
25,Corey Ballentine\BallCo00,24,,9,2,196,5-11,Washburn,4/13/1996,1,1,New York Giants / 6th / 180th pick / 2019,$675000
26,Saquon Barkley\BarkSa00,23,,2,2,233,5-11,Penn St.,2/9/1997,2,1,New York Giants / 1st / 2nd pick / 2018,$750000
18,C.J. Board\BoarC.00,27,,14,4,181,6-1,Chattanooga,12/12/1993,2,1,,$675000
24,James Bradberry*\BradJa00,27,LCB,15,15,212,6-1,SamfordArkansas St.,8/4/1993,4,9,Carolina Panthers / 2nd / 62nd pick / 2016,$3900000
47,Cam Brown\BrowCa01,22,,15,0,233,6-5,Penn St.,4/1/1998,Rook,1,New York Giants / 6th / 183rd pick / 2020,$610000
35,T.J. Brunson\BrunTJ00,23,,5,0,230,6-1,South Carolina,12/3/1997,Rook,0,New York Giants / 7th / 238th pick / 2020,
59,Lorenzo Carter\CartLo01,25,LOLB,5,5,250,6-5,Georgia,12/10/1995,2,2,New York Giants / 3rd / 66th pick / 2018,$851226
36,Sean Chandler\ChanSe00,24,,3,0,205,5-10,Temple,4/27/1996,2,0,,$134400
34,Adrian Colbert\ColbAd00,27,,6,2,205,6-2,Miami (FL),10/6/1993,3,1,San Francisco 49ers / 7th / 229th pick / 2017,$825000
49,Carter Coughlin\CougCa00,23,,14,2,236,6-3,Minnesota,7/21/1997,Rook,2,New York Giants / 7th / 218th pick / 2020,$610000
48,Tae Crowder\CrowTa00,23,RILB,11,6,235,6-3,Georgia,3/12/1997,Rook,4,New York Giants / 7th / 255th pick / 2020,$474116
9,Riley Dixon\DixoRi00,27,,16,0,221,6-4,Syracuse,8/24/1993,4,2,Denver Broncos / 7th / 228th pick / 2016,$910000
52,Devante Downs\DownDe00,25,LB,16,8,252,6-2,California,10/18/1995,2,5,Minnesota Vikings / 7th / 225th pick / 2018,$750000
43,Nate Ebner\EbneNa00,32,,16,0,215,6-0,Ohio St.,12/14/1988,8,1,New England Patriots / 6th / 197th pick / 2012,$1050000
88,Evan Engram*\EngrEv00,26,TE,16,14,240,6-3,Mississippi,9/2/1994,3,5,New York Giants / 1st / 23rd pick / 2017,$1926587
51,Kyler Fackrell\FackKy00,29,ROLB,12,9,245,6-5,Utah St.,11/25/1991,4,6,Green Bay Packers / 3rd / 88th pick / 2016,$2600000
75,Cameron Fleming\FlemCa00,28,RT,16,16,320,6-6,Stanford,9/3/1992,6,6,New England Patriots / 4th / 140th pick / 2014,$1500000
31,Devonta Freeman\FreeDe00,28,,5,4,206,5-8,Florida St.,3/15/1992,6,1,Atlanta Falcons / 4th / 103rd pick / 2014,$944118
22,Wayne Gallman\GallWa00,26,RB,15,10,210,6-0,Clemson,10/1/1994,3,5,New York Giants / 4th / 140th pick / 2017,$825000
6,Graham Gano\GanoGr44,33,,16,0,202,6-2,Florida St.,4/9/1987,11,5,,$1050000
65,Nick Gates\GateNi00,25,C,16,16,307,6-5,Nebraska,11/27/1995,2,6,,$675000
44,Markus Golden\GoldMa00,29,,7,1,260,6-3,Missouri,3/13/1991,5,1,Arizona Cardinals / 2nd / 58th pick / 2015,$4097500
45,Madre Harper\HarpMa00,23,,9,0,190,6-2,Southern Illinois,10/13/1997,Rook,1,,$502353
93,Trent Harris\HarrTr01,25,,4,2,255,6-2,Miami (FL),9/17/1995,1,1,,$397059
36,Montre Hartage\HartMo01,23,,2,0,190,6-0,Northwestern,6/16/1997,1,0,,
71,Will Hernandez\HernWi00,25,lg,13,7,327,6-2,Texas-El Paso,9/2/1995,2,3,New York Giants / 2nd / 34th pick / 2018,$1157340
95,B.J. Hill\HillB.00,25,,16,0,311,6-3,North Carolina St.,4/20/1995,2,2,New York Giants / 3rd / 69th pick / 2018,$848690
30,Darnay Holmes\HolmDa01,22,db,12,5,195,5-10,UCLA,6/23/1998,Rook,3,New York Giants / 4th / 110th pick / 2020,$610000
80,Johnny Holton\HoltJo00,30,,1,0,190,6-3,Cincinnati,8/22/1990,4,0,,
