No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
92,Mehdi Abdesmad\AbdeMe00,25,,2,0,284,6-6,Boston Col.,9/28/1991,Rook,0,,$79410
88,Jace Amaro\AmarJa00,24,,3,0,265,6-5,Texas Tech,6/26/1992,2,1,New York Jets / 2nd / 49th pick / 2014,$810272
26,Antonio Andrews\AndrAn00,24,,16,0,225,5-10,Western Kentucky,8/17/1992,2,0,,$600000
51,David Bass\BassDa00,26,,13,0,267,6-4,Missouri Western St.,9/11/1990,3,0,Oakland Raiders / 7th / 233rd pick / 2013,$675000
95,Angelo Blackson\BlacAn00,24,,13,1,319,6-4,Auburn,11/14/1992,1,0,Tennessee Titans / 4th / 100th pick / 2015,$667903
47,Antwon Blake\BlakAn00,26,,16,1,198,5-9,Texas-El Paso,8/9/1990,4,0,,$1500000
48,Beau Brinkley\BrinBe00,26,,16,0,260,6-4,Missouri,1/25/1990,4,0,,$1068000
31,Kevin Byard\ByarKe01,23,fs,16,7,212,5-11,Middle Tenn. St.,8/17/1993,Rook,4,Tennessee Titans / 3rd / 64th pick / 2016,$450000
99,Jurrell Casey*\CaseJu00,27,RDE,15,15,305,6-1,USC,12/5/1989,5,12,Tennessee Titans / 3rd / 77th pick / 2011,$8120000
16,Matt Cassel\CassMa00,34,,4,1,225,6-4,USC,5/17/1982,11,1,New England Patriots / 7th / 230th pick / 2005,$2000000
78,Jack Conklin+\ConkJa00,22,RT,16,16,308,6-6,Michigan St.,8/17/1994,Rook,15,Tennessee Titans / 1st / 8th pick / 2016,$2890483
20,Perrish Cox\CoxxPe99,29,LCB,11,9,189,5-11,Oklahoma St.,1/10/1987,6,5,Denver Broncos / 5th / 137th pick / 2010,$5833333
93,Kevin Dodd\DoddKe00,24,,9,1,277,6-5,Clemson,7/14/1992,Rook,0,Tennessee Titans / 2nd / 33rd pick / 2016,$1191328
83,Harry Douglas\DougHa00,32,,11,2,183,6-0,Louisville,9/16/1984,8,2,Atlanta Falcons / 3rd / 84th pick / 2008,$2733333
80,Anthony Fasano\FasaAn00,32,TE,16,10,258,6-4,Notre Dame,4/20/1984,10,1,Dallas Cowboys / 2nd / 53rd pick / 2006,$3187500
45,Jalston Fowler\FowlJa00,26,RB,16,6,261,5-11,Alabama,7/26/1990,1,0,Tennessee Titans / 4th / 108th pick / 2015,$659429
