No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
20,Prince Amukamara\AmukPr00,30,CB,15,15,206,6-0,Nebraska,6/6/1989,8,6,New York Giants / 1st / 19th pick / 2011,$8500000
76,Abdullah Anderson\AndeAb00,23,,6,0,297,6-3,Bucknell,1/24/1996,Rook,1,,$495000
64,Alex Bars\BarsAl01,24,,5,0,314,6-5,Notre Dame,9/8/1995,Rook,0,,
53,Devante Bond\BondDe00,26,,3,0,236,6-1,Oklahoma,7/3/1993,2,0,Tampa Bay Buccaneers / 6th / 183rd pick / 2016,
82,Ben Braunecker\BrauBe00,25,,11,3,247,6-3,Harvard,2/7/1994,3,0,,$750000
80,Trey Burton\BurtTr01,28,te,8,5,238,6-2,Florida,10/29/1991,5,1,,$6700000
26,Deon Bush\BushDe00,26,,15,0,200,6-0,Miami (FL),8/14/1993,3,1,Chicago Bears / 4th / 124th pick / 2016,$720000
21,Ha Ha Clinton-Dix\ClinHa00,27,FS,16,16,211,6-1,Alabama,12/21/1992,5,8,Green Bay Packers / 1st / 21st pick / 2014,$2000000
29,Tarik Cohen\CoheTa00,24,RB,16,11,191,5-6,North Carolina A&T,7/26/1995,2,5,Chicago Bears / 4th / 119th pick / 2017,$645000
69,Rashaad Coward\CowaRa00,25,RG,13,10,326,6-5,Old Dominion,11/6/1994,2,4,,$645000
4,Chase Daniel\DaniCh00,33,,3,1,229,6-0,Missouri,10/7/1986,10,1,,$4000000
68,James Daniels\DaniJa01,22,LG,16,16,305,6-3,Iowa,9/13/1997,1,6,Chicago Bears / 2nd / 39th pick / 2018,$795916
25,Mike Davis\DaviMi01,26,,7,1,221,5-9,South Carolina,2/19/1993,4,0,San Francisco 49ers / 4th / 126th pick / 2015,$1000000
94,Leonard Floyd\FloyLe00,27,ROLB,16,16,240,6-5,Georgia,9/8/1992,3,8,Chicago Bears / 1st / 9th pick / 2016,$2602208
23,Kyle Fuller*\FullKy00,27,LCB,16,16,194,5-11,Virginia Tech,2/16/1992,5,10,Chicago Bears / 1st / 14th pick / 2014,$1000000
18,Taylor Gabriel\GabrTa00,28,WR,9,7,168,5-7,Abilene Christian,2/17/1991,5,3,,$5500000
91,Eddie Goldman\GoldEd00,25,NT,15,15,318,6-3,Florida St.,1/6/1994,4,7,Chicago Bears / 2nd / 39th pick / 2015,$2250000
71,Jonathan Harris\HarrJo05,23,,2,0,295,6-5,Lindenwood,8/4/1996,Rook,0,,
96,Akiem Hicks\HickAk00,30,lde,5,5,352,6-4,Regina (Canada),11/16/1989,7,3,New Orleans Saints / 3rd / 89th pick / 2012,$8000000
81,J.P. Holtz\HoltJ.01,26,TE,14,7,240,6-3,Pittsburgh,8/28/1993,1,1,,
49,Jesper Horsted\HorsJe00,22,,6,1,237,6-3,Princeton,2/27/1997,Rook,1,,
36,DeAndre Houston-Carson\HousDe00,26,,16,0,202,6-0,William & Mary,4/13/1993,3,1,Chicago Bears / 6th / 185th pick / 2016,$720000
